날짜,원/미국달러(매매기준율),원/위안(매매기준율),원/일본엔(100엔)
2021-04-02,"1,129.30",171.76,"1,020.88"
2021-04-05,"1,127.50",171.66,"1,018.47"
2021-04-06,"1,127.80",171.44,"1,023.41"
2021-04-07,"1,122.90",171.32,"1,023.00"
2021-04-08,"1,116.40",170.6,"1,016.25"
2021-04-09,"1,118.50",170.6,"1,023.00"
2021-04-12,"1,117.20",170.34,"1,018.09"
2021-04-13,"1,124.30",171.42,"1,027.74"
2021-04-14,"1,126.10",171.9,"1,032.98"
2021-04-15,"1,119.90",171.1,"1,027.86"
2021-04-16,"1,117.60",170.96,"1,027.73"
2021-04-19,"1,117.90",171.07,"1,027.81"
2021-04-20,"1,118.20",171.36,"1,033.89"
2021-04-21,"1,113.40",171.34,"1,030.12"
2021-04-22,"1,117.40",171.95,"1,034.44"
2021-04-23,"1,116.30",172.1,"1,033.75"
2021-04-26,"1,118.90",172.38,"1,037.03"
2021-04-27,"1,114.00",171.87,"1,029.62"
2021-04-28,"1,110.80",171.54,"1,021.38"
2021-04-29,"1,112.50",171.57,"1,024.92"
2021-04-30,"1,107.40",171.2,"1,016.90"
2021-05-03,"1,109.60",171.48,"1,015.05"
2021-05-04,"1,119.30",172.71,"1,026.27"
2021-05-06,"1,121.10",173.21,"1,026.51"
2021-05-07,"1,125.50",173.61,"1,032.05"
2021-05-10,"1,121.40",173.61,"1,033.12"
2021-05-11,"1,114.60",173.48,"1,024.21"
2021-05-12,"1,119.10",174.29,"1,029.96"
2021-05-13,"1,123.50",174.62,"1,024.48"
2021-05-14,"1,130.60",175.21,"1,032.75"
2021-05-17,"1,129.50",175.24,"1,032.50"
2021-05-18,"1,133.00",175.95,"1,037.59"
2021-05-20,"1,133.10",176.03,"1,037.40"
2021-05-21,"1,132.20",175.85,"1,040.48"
2021-05-24,"1,126.90",175.25,"1,034.57"
2021-05-25,"1,127.60",175.31,"1,036.25"
2021-05-26,"1,122.80",175.24,"1,032.13"
2021-05-27,"1,118.60",174.89,"1,024.88"
2021-05-28,"1,118.00",175.2,"1,017.71"
2021-05-31,"1,116.00",175.22,"1,015.70"
2021-06-01,"1,113.50",174.97,"1,016.62"
2021-06-02,"1,107.00",173.78,"1,011.19"
2021-06-03,"1,110.30",173.81,"1,013.19"
2021-06-04,"1,111.80",174.15,"1,008.02"
2021-06-07,"1,117.50",174.52,"1,019.71"
2021-06-08,"1,111.20",173.76,"1,016.88"
2021-06-09,"1,113.70",174.4,"1,017.12"
2021-06-10,"1,115.80",174.38,"1,017.74"
2021-06-11,"1,115.00",174.65,"1,019.62"
2021-06-14,"1,111.20",174.13,"1,012.90"
2021-06-15,"1,116.40",174.4,"1,014.31"
2021-06-16,"1,117.80",174.57,"1,015.63"
2021-06-17,"1,117.70",174.53,"1,009.44"
2021-06-18,"1,129.50",175.73,"1,024.26"
2021-06-21,"1,132.20",175.43,"1,027.54"
2021-06-22,"1,135.40",175.59,"1,029.05"
2021-06-23,"1,132.40",175.18,"1,023.41"
2021-06-24,"1,135.60",175.23,"1,023.39"
2021-06-25,"1,135.80",175.23,"1,024.40"
2021-06-28,"1,128.80",174.56,"1,018.82"
2021-06-29,"1,129.90",174.77,"1,021.56"
2021-06-30,"1,130.00",174.84,"1,022.12"
2021-07-01,"1,129.50",174.86,"1,016.65"
2021-07-02,"1,132.20",175.01,"1,014.93"
2021-07-05,"1,134.50",175.06,"1,020.92"
2021-07-06,"1,130.30",174.71,"1,018.84"
2021-07-07,"1,131.80",175.14,"1,023.00"
2021-07-08,"1,137.60",175.51,"1,028.48"
2021-07-09,"1,143.40",176.51,"1,041.21"
2021-07-12,"1,148.30",176.91,"1,042.35"
2021-07-13,"1,146.40",177,"1,039.02"
2021-07-14,"1,145.10",176.88,"1,035.40"
2021-07-15,"1,150.30",177.51,"1,045.87"
2021-07-16,"1,143.70",177.01,"1,041.48"
2021-07-19,"1,141.10",176.45,"1,037.60"
2021-07-20,"1,145.70",176.67,"1,046.25"
2021-07-21,"1,151.00",177.26,"1,047.41"
2021-07-22,"1,150.60",177.59,"1,043.30"
2021-07-23,"1,151.00",177.89,"1,044.99"
2021-07-26,"1,149.50",177.56,"1,039.85"
2021-07-27,"1,153.20",177.76,"1,044.90"
2021-07-28,"1,150.20",177.6,"1,047.68"
2021-07-29,"1,154.80",177.24,"1,050.82"
2021-07-30,"1,147.40",177.12,"1,048.48"
2021-08-02,"1,147.50",177.57,"1,045.61"
2021-08-03,"1,151.50",178.16,"1,053.28"
2021-08-04,"1,150.70",178.06,"1,055.64"
2021-08-05,"1,145.80",177.38,"1,046.54"
2021-08-06,"1,143.50",176.85,"1,041.68"
2021-08-09,"1,142.30",176.76,"1,035.96"
2021-08-10,"1,145.00",176.78,"1,037.84"
2021-08-11,"1,148.50",177.15,"1,038.76"
2021-08-12,"1,155.00",178.03,"1,045.96"
2021-08-13,"1,158.90",178.82,"1,049.82"
2021-08-17,"1,167.80",180.19,"1,068.97"
2021-08-18,"1,174.90",181.57,"1,071.94"
2021-08-19,"1,172.70",180.42,"1,068.08"
2021-08-20,"1,174.50",180.77,"1,069.92"
2021-08-23,"1,176.70",181.04,"1,070.94"
2021-08-24,"1,174.00",180.71,"1,070.34"
2021-08-25,"1,168.00",180.02,"1,064.77"
2021-08-26,"1,166.50",180.2,"1,060.31"
2021-08-27,"1,168.10",180.56,"1,061.47"
2021-08-30,"1,170.80",180.5,"1,065.87"
2021-08-31,"1,164.40",180.09,"1,058.88"
2021-09-01,"1,162.80",179.97,"1,057.04"
2021-09-02,"1,157.50",179.17,"1,051.84"
2021-09-03,"1,159.70",179.72,"1,054.70"
2021-09-06,"1,156.40",179.19,"1,053.72"
2021-09-07,"1,157.30",179.49,"1,053.67"
2021-09-08,"1,157.90",179.46,"1,049.82"
2021-09-09,"1,164.50",180.19,"1,056.28"
2021-09-10,"1,170.10",181.16,"1,065.81"
2021-09-13,"1,170.40",181.44,"1,065.36"
2021-09-14,"1,174.30",182.19,"1,067.40"
2021-09-15,"1,172.20",181.94,"1,068.40"
2021-09-16,"1,171.70",181.93,"1,071.66"
2021-09-17,"1,169.10",181.9,"1,065.58"
2021-09-23,"1,177.60",182.5,"1,072.64"
2021-09-24,"1,181.70",182.19,"1,071.45"
2021-09-27,"1,175.30",181.89,"1,060.79"
2021-09-28,"1,175.90",182.07,"1,059.37"
2021-09-29,"1,182.00",183.03,"1,059.38"
2021-09-30,"1,184.90",183.03,"1,058.18"
2021-10-01,"1,185.20",183.08,"1,064.06"
2021-10-05,"1,187.20",183.91,"1,069.98"
2021-10-06,"1,187.10",183.99,"1,064.81"
2021-10-07,"1,190.00",184.36,"1,067.98"
2021-10-08,"1,190.30",184.38,"1,066.05"
2021-10-12,"1,193.40",185,"1,052.38"
2021-10-13,"1,199.10",185.74,"1,055.82"
2021-10-14,"1,195.00",185.12,"1,055.14"
2021-10-15,"1,188.30",184.65,"1,044.71"
2021-10-18,"1,182.80",183.79,"1,034.59"
2021-10-19,"1,185.80",184.4,"1,037.40"
2021-10-20,"1,181.70",184.32,"1,032.73"
2021-10-21,"1,175.60",183.82,"1,027.85"
2021-10-22,"1,175.80",184.04,"1,031.72"
2021-10-25,"1,178.40",184.34,"1,037.92"
2021-10-26,"1,171.80",183.28,"1,030.38"
2021-10-27,"1,166.30",182.66,"1,021.41"
2021-10-28,"1,168.10",183.22,"1,026.63"
2021-10-29,"1,171.70",183.08,"1,031.65"
2021-11-01,"1,169.60",183.12,"1,024.84"
2021-11-02,"1,176.30",183.78,"1,031.25"
2021-11-03,"1,175.50",183.8,"1,031.28"
2021-11-04,"1,181.10",184.55,"1,035.78"
2021-11-05,"1,180.00",184.4,"1,036.54"
2021-11-08,"1,185.20",185.21,"1,044.83"
2021-11-09,"1,184.30",185.15,"1,045.79"
2021-11-10,"1,178.40",184.36,"1,043.52"
2021-11-11,"1,181.00",184.81,"1,037.01"
2021-11-12,"1,184.70",185.15,"1,038.80"
2021-11-15,"1,179.60",184.48,"1,034.78"
2021-11-16,"1,180.20",185.04,"1,034.22"
2021-11-17,"1,179.60",185.07,"1,027.03"
2021-11-18,"1,183.60",185.37,"1,036.34"
2021-11-19,"1,180.50",185.07,"1,033.31"
2021-11-22,"1,183.50",185.33,"1,037.57"
2021-11-23,"1,187.40",185.94,"1,033.92"
2021-11-24,"1,188.90",186.13,"1,032.79"
2021-11-25,"1,188.50",186.07,"1,029.54"
2021-11-26,"1,189.70",186.14,"1,031.79"
2021-11-29,"1,193.00",186.64,"1,049.53"
2021-11-30,"1,193.40",186.8,"1,049.56"
2021-12-01,"1,187.70",186.26,"1,049.16"
2021-12-02,"1,180.30",185.1,"1,045.81"
2021-12-03,"1,177.30",184.83,"1,039.97"
2021-12-06,"1,178.60",184.95,"1,042.69"
2021-12-07,"1,183.70",185.73,"1,043.23"
2021-12-08,"1,181.20",185.41,"1,040.48"
2021-12-09,"1,176.40",184.93,"1,034.43"
2021-12-10,"1,173.80",185.12,"1,034.73"
2021-12-13,"1,178.20",184.86,"1,038.47"
2021-12-14,"1,178.80",185.14,"1,038.00"
2021-12-15,"1,183.60",185.77,"1,040.57"
2021-12-16,"1,186.20",186.03,"1,039.80"
2021-12-17,"1,183.50",185.6,"1,040.81"
2021-12-20,"1,184.40",185.93,"1,042.01"
2021-12-21,"1,189.80",186.04,"1,047.04"
2021-12-22,"1,191.50",186.53,"1,044.67"
2021-12-23,"1,191.20",186.72,"1,043.68"
2021-12-24,"1,187.50",186.47,"1,037.48"
2021-12-27,"1,186.40",186,"1,037.06"
2021-12-28,"1,186.20",186.09,"1,032.60"
2021-12-29,"1,186.70",186.13,"1,033.76"
2021-12-30,"1,186.60",186.2,"1,032.14"
2021-12-31,"1,185.50",186.26,"1,030.24"
2022-01-03,"1,185.50",186.26,"1,029.57"
2022-01-04,"1,190.80",187.36,"1,032.38"
2022-01-05,"1,194.30",187.43,"1,027.93"
2022-01-06,"1,198.20",187.94,"1,032.09"
2022-01-07,"1,199.60",188,"1,035.43"
2022-01-10,"1,202.40",188.18,"1,039.82"
2022-01-11,"1,200.00",188.21,"1,041.44"
2022-01-12,"1,195.20",187.35,"1,036.56"
2022-01-13,"1,189.90",186.84,"1,037.99"
2022-01-14,"1,188.20",186.73,"1,040.41"
2022-01-17,"1,187.60",186.63,"1,038.70"
2022-01-18,"1,192.30",187.64,"1,040.36"
2022-01-19,"1,188.90",187.29,"1,037.48"
2022-01-20,"1,191.80",187.38,"1,041.97"
2022-01-21,"1,190.40",187.65,"1,044.16"
2022-01-24,"1,193.60",188.04,"1,049.36"
2022-01-25,"1,194.20",188.43,"1,047.50"
2022-01-26,"1,197.80",189.1,"1,051.62"
2022-01-27,"1,197.00",189.12,"1,043.36"
2022-01-28,"1,202.40",189.34,"1,042.80"
2022-02-03,"1,205.70",189.59,"1,053.75"
2022-02-04,"1,205.40",189.39,"1,048.40"
2022-02-07,"1,199.50",188.82,"1,040.19"
2022-02-08,"1,199.40",188.52,"1,042.37"
2022-02-09,"1,197.80",188.31,"1,035.94"
2022-02-10,"1,196.00",187.81,"1,035.09"
2022-02-11,"1,196.00",187.96,"1,030.46"
2022-02-14,"1,199.60",188.44,"1,038.57"
2022-02-15,"1,198.30",188.31,"1,037.22"
2022-02-16,"1,198.50",188.45,"1,036.63"
2022-02-17,"1,196.90",188.81,"1,036.77"
2022-02-18,"1,197.10",189.01,"1,042.45"
2022-02-21,"1,196.40",188.86,"1,041.25"
2022-02-22,"1,194.60",189.1,"1,042.45"
2022-02-23,"1,194.70",188.58,"1,038.33"
2022-02-24,"1,192.10",188.51,"1,037.19"
2022-02-25,"1,199.40",189.68,"1,038.76"
2022-02-28,"1,202.70",190.41,"1,041.52"
2022-03-02,"1,205.60",190.83,"1,049.49"
2022-03-03,"1,205.00",190.85,"1,043.52"
2022-03-04,"1,203.60",190.37,"1,042.21"
2022-03-07,"1,211.50",191.63,"1,054.17"
2022-03-08,"1,225.40",193.82,"1,062.65"
2022-03-10,"1,234.50",195.37,"1,065.56"
2022-03-11,"1,228.70",194.35,"1,057.81"
2022-03-14,"1,232.40",194.87,"1,048.90"
2022-03-15,"1,238.60",194.77,"1,047.22"
2022-03-16,"1,241.70",194.25,"1,049.49"
2022-03-17,"1,240.40",194.7,"1,043.89"
2022-03-18,"1,220.60",192.05,"1,029.82"
2022-03-21,"1,211.10",190.5,"1,015.38"
2022-03-22,"1,213.70",190.32,"1,015.10"
2022-03-23,"1,221.40",191.59,"1,007.71"
2022-03-24,"1,212.70",190.01,"1,001.61"
2022-03-25,"1,219.40",190.91,996.53
2022-03-28,"1,218.30",191.11,995.79
2022-03-29,"1,225.70",191.83,988.27
2022-03-30,"1,220.50",191.3,992.48
2022-03-31,"1,210.80",190.02,992.74
2022-04-01,"1,210.70",190.44,993.88
2022-04-04,"1,216.10",191.27,991.64
2022-04-05,"1,216.70",191.13,991
2022-04-06,"1,212.60",190.3,981.11
2022-04-07,"1,219.10",191.13,984.14
2022-04-08,"1,218.50",191.41,981.47
2022-04-11,"1,224.00",192.44,984.2
2022-04-12,"1,232.00",193.2,982.03
2022-04-13,"1,236.60",193.77,985.69
2022-04-14,"1,227.70",192.34,977.82
2022-04-15,"1,224.20",192.02,971.55
2022-04-18,"1,230.10",192.79,971.91
2022-04-19,"1,232.80",193.24,969.45
2022-04-20,"1,234.90",193.45,956.06
2022-04-21,"1,237.10",192.58,967.13
2022-04-22,"1,236.40",191.43,963.42
2022-04-25,"1,241.70",191.55,964.61
2022-04-26,"1,247.10",189.83,974.03
2022-04-27,"1,248.30",190.2,980.79
2022-04-28,"1,263.10",191.67,982.92
2022-04-29,"1,269.40",192.03,970.16
2022-05-02,"1,265.40",189.91,973.35
2022-05-03,"1,265.80",189.55,972.23
2022-05-04,"1,265.70",189.51,972.75
2022-05-06,"1,261.80",189.72,968.94
2022-05-09,"1,272.70",189.74,973.87
2022-05-10,"1,274.60",188.87,977.57
2022-05-11,"1,275.50",189.34,978.48
2022-05-12,"1,277.00",189.27,982.95
2022-05-13,"1,286.40",189.87,"1,000.58"
2022-05-16,"1,286.00",188.43,993.86
2022-05-17,"1,281.60",188.53,993.3
2022-05-18,"1,277.20",188.28,986.67
2022-05-19,"1,269.30",187.94,988.98
2022-05-20,"1,274.60",188.13,997.61
2022-05-23,"1,269.50",188.93,992.69
2022-05-24,"1,267.70",189.66,991.79
2022-05-25,"1,264.30",189.48,996.57
2022-05-26,"1,263.30",189.29,992.97
2022-05-27,"1,266.40",187.88,996.5
2022-05-30,"1,256.90",185.74,988.01
2022-05-31,"1,245.80",186.4,975.61
2022-06-02,"1,238.40",185.3,951.41
2022-06-03,"1,251.20",186.69,963.31
2022-06-07,"1,241.10",187.04,940.19
2022-06-08,"1,257.10",188.4,947
2022-06-09,"1,255.40",188.1,934.18
2022-06-10,"1,257.60",188.02,935.4
2022-06-13,"1,266.00",189,939.97
2022-06-14,"1,286.00",190.6,957.88
2022-06-15,"1,289.70",190.96,953.32
2022-06-16,"1,291.30",191.98,963.12
2022-06-17,"1,284.10",191.62,968.73
2022-06-20,"1,287.50",192.12,952.4
2022-06-21,"1,291.70",193.18,955.93
2022-06-22,"1,290.60",193.11,945.63
2022-06-23,"1,295.70",192.99,951.78
2022-06-24,"1,300.70",193.77,964.66
2022-06-27,"1,299.40",193.97,961.27
2022-06-28,"1,285.60",192.07,949.87
2022-06-29,"1,284.90",191.92,944.26
2022-06-30,"1,292.90",192.75,946.45
2022-07-01,"1,299.80",193.89,957.18
2022-07-04,"1,294.20",193.06,957.14
2022-07-05,"1,297.90",193.79,955.43
2022-07-06,"1,298.00",194.16,957.05
2022-07-07,"1,307.40",194.76,960.93
2022-07-08,"1,302.70",194.25,958.11
2022-07-11,"1,299.30",193.94,954
2022-07-12,"1,300.60",194.05,947.1
2022-07-13,"1,312.90",194.86,959.06
2022-07-14,"1,305.90",193.79,949.99
2022-07-15,"1,310.00",194.44,942.24
2022-07-18,"1,323.70",195.56,956.19
2022-07-19,"1,317.80",194.78,953.51
2022-07-20,"1,314.90",194.82,951.34
2022-07-21,"1,308.60",193.88,946.14
2022-07-22,"1,312.10",194.01,956.17
2022-07-25,"1,311.70",193.74,962.26
2022-07-26,"1,311.00",193.71,960.47
2022-07-27,"1,310.00",193.84,957.15
2022-07-28,"1,312.80",194.14,962.57
2022-07-29,"1,304.00",193.35,970.53
2022-08-01,"1,298.60",192.37,973.43
2022-08-02,"1,306.40",193.14,993.08
2022-08-03,"1,307.20",192.67,981.57
2022-08-04,"1,310.50",193.71,977.66
2022-08-05,"1,309.70",193.83,986.22
2022-08-08,"1,299.30",192.2,961.91
2022-08-09,"1,304.80",192.73,967.06
2022-08-10,"1,305.10",193.09,965.77
2022-08-11,"1,309.10",193.55,985.29
2022-08-12,"1,302.50",193.28,979.21
2022-08-16,"1,303.10",193.31,979.22
2022-08-17,"1,309.60",192.58,975.46
2022-08-18,"1,309.80",192.92,969.32
2022-08-19,"1,317.30",193.81,969.71
2022-08-22,"1,326.70",194.51,968.75
2022-08-23,"1,338.20",195.57,973.34
2022-08-24,"1,341.80",195.32,981.82
2022-08-25,"1,341.40",195.27,978.09
2022-08-26,"1,336.90",194.73,978.95
2022-08-29,"1,332.50",194.2,965.89
2022-08-30,"1,347.70",194.85,971.35
2022-08-31,"1,347.50",194.84,970.65
2022-09-01,"1,345.10",194.61,966.34
2022-09-02,"1,351.40",195.37,964.29
2022-09-05,"1,356.50",196.35,966.34
2022-09-06,"1,369.70",197.45,974.98
2022-09-07,"1,370.30",197.52,956.05
2022-09-08,"1,385.30",198.52,961.25
2022-09-13,"1,381.20",198.27,968.07
2022-09-14,"1,374.80",198.66,948.69
2022-09-15,"1,391.70",199.62,973.25
2022-09-16,"1,394.20",199.92,972.58
2022-09-19,"1,394.20",198.85,975.54
2022-09-20,"1,390.10",198.32,969.83
2022-09-21,"1,389.10",198.08,967.17
2022-09-22,"1,393.60",197.8,965.8
2022-09-23,"1,408.00",198.45,989.15
2022-09-26,"1,408.40",198.4,981.53
2022-09-27,"1,429.70",199.66,988.8
2022-09-28,"1,427.20",199.31,985.43
2022-09-29,"1,436.50",199.06,995.67
2022-09-30,"1,434.80",199.66,993.25
2022-10-04,"1,432.10",201.26,991.38
2022-10-05,"1,431.20",201.79,993.58
2022-10-06,"1,419.10",201.52,982.08
2022-10-07,"1,404.20",199.4,968.58
2022-10-11,"1,410.30",198.64,968.31
2022-10-12,"1,433.50",199.66,982.96
2022-10-13,"1,430.40",199.23,974.88
2022-10-14,"1,427.00",198.74,968.87
2022-10-17,"1,428.90",198.79,961.67
2022-10-18,"1,436.60",199.25,964.1
2022-10-19,"1,425.60",198.12,955.82
2022-10-20,"1,420.60",196.21,948.11
2022-10-21,"1,431.70",197.35,953.42
2022-10-24,"1,436.60",197.77,962.03
2022-10-25,"1,436.60",197.86,965.39
2022-10-26,"1,436.50",195.58,969.92
2022-10-27,"1,428.20",195.17,975.58
2022-10-28,"1,418.10",196.77,969.91
2022-10-31,"1,419.30",195.94,961.19
2022-11-01,"1,422.20",195.2,956.97
2022-11-02,"1,421.70",193.88,960.9
2022-11-03,"1,418.00",194.53,958.33
2022-11-04,"1,422.10",193.88,959.39
2022-11-07,"1,422.40",194.89,967.85
2022-11-08,"1,406.50",194.62,959.12
2022-11-09,"1,387.30",191.37,952.75
2022-11-10,"1,368.30",188.42,934.22
2022-11-11,"1,370.10",188.87,966.39
2022-11-14,"1,334.10",186.43,954.74
2022-11-15,"1,320.30",187.67,942.84
2022-11-16,"1,322.40",187.62,950.31
2022-11-17,"1,325.60",187.62,950.8
2022-11-18,"1,338.40",187.99,954.3
2022-11-21,"1,340.00",187.49,955.2
2022-11-22,"1,352.30",189.06,951.96
2022-11-23,"1,355.70",189.19,960.37
2022-11-24,"1,352.30",189.11,969.63
2022-11-25,"1,333.20",186.88,961.18
2022-11-28,"1,326.80",184.92,952.31
2022-11-29,"1,339.00",185.43,964.18
2022-11-30,"1,331.50",184.64,959.54
2022-12-01,"1,320.10",184.62,957.74
2022-12-02,"1,300.80",184.52,961.74
2022-12-05,"1,300.40",184.3,966.59
2022-12-06,"1,293.20",185.82,945.63
2022-12-07,"1,309.00",187.81,955.93
2022-12-08,"1,319.50",189.02,967.13
2022-12-09,"1,320.40",189.55,966.3
2022-12-12,"1,306.60",188.07,955.75
2022-12-13,"1,310.00",187.67,952.35
2022-12-14,"1,304.40",187.12,963.05
2022-12-15,"1,296.00",186.12,956.74
2022-12-16,"1,301.00",186.99,944.43
2022-12-19,"1,310.10",187.57,961.58
2022-12-20,"1,302.00",186.4,950.89
2022-12-21,"1,298.00",186.32,983.74
2022-12-22,"1,286.60",184.6,972.45
2022-12-23,"1,276.10",182.86,963.68
2022-12-26,"1,282.20",183.22,965.4
2022-12-27,"1,276.40",182.61,961.04
2022-12-28,"1,268.30",181.75,950.18
2022-12-29,"1,268.40",181.98,945.19
2022-12-30,"1,267.30",181.44,953.18
2023-01-02,"1,267.30",181.44,968.55
2023-01-03,"1,268.90",183.2,971.93
2023-01-04,"1,272.10",184.01,970.77
2023-01-05,"1,274.70",184.68,962.62
2023-01-06,"1,270.30",184.48,952.14
2023-01-09,"1,267.20",184.56,958.55
2023-01-10,"1,246.80",183.24,945.94
2023-01-11,"1,240.80",182.9,938.72
2023-01-12,"1,245.30",183.81,942.09
2023-01-13,"1,244.60",183.83,962.46
2023-01-16,"1,240.60",184.45,969.86
2023-01-17,"1,234.00",183.87,961.92
2023-01-18,"1,238.50",182.95,965.69
2023-01-19,"1,239.80",182.74,962.99
2023-01-20,"1,236.00",182.41,962.35
2023-01-25,"1,234.40",182.3,948.92
2023-01-26,"1,233.40",181.94,953.21
2023-01-27,"1,231.40",182,946.68
2023-01-30,"1,230.20",182.33,947.51
2023-01-31,"1,228.70",182.09,942.22
2023-02-01,"1,230.80",182.09,946.15
2023-02-02,"1,231.40",182.34,957.06
2023-02-03,"1,219.30",181.49,947.47
2023-02-06,"1,227.20",181.99,931.18
2023-02-07,"1,247.50",183.46,940.34
2023-02-08,"1,256.00",184.89,957.94
2023-02-09,"1,257.10",185.19,957.32
2023-02-10,"1,263.10",185.86,960.79
2023-02-13,"1,264.30",185.92,961.48
2023-02-14,"1,274.60",186.58,962.43
2023-02-15,"1,269.90",186.21,954.06
2023-02-16,"1,279.30",186.77,955.27
2023-02-17,"1,283.70",187,957.16
2023-02-20,"1,297.70",188.73,966.34
2023-02-21,"1,295.80",188.49,965.07
2023-02-22,"1,295.80",188.64,960.07
2023-02-23,"1,303.80",188.95,966.67
2023-02-24,"1,299.60",188.26,965.78
2023-02-27,"1,300.50",187.76,953.69
2023-02-28,"1,317.40",188.79,967.36
2023-03-02,"1,319.20",189.4,969.39
2023-03-03,"1,310.40",190.13,958.49
2023-03-06,"1,304.80",188.84,960.22
2023-03-07,"1,296.70",187.52,954.19
2023-03-08,"1,299.10",187.04,946.87
2023-03-09,"1,319.50",188.86,961.66
2023-03-10,"1,319.70",189.22,969.26
2023-03-13,"1,325.70",190.19,988.26
2023-03-14,"1,307.30",189.36,980.9
2023-03-15,"1,304.90",189.99,971.81
2023-03-16,"1,302.00",189.03,977.73
2023-03-17,"1,312.10",190.1,983.4
2023-03-20,"1,303.60",189.26,987.09
2023-03-21,"1,308.40",189.84,996
2023-03-22,"1,307.80",190.05,988.62
2023-03-23,"1,307.10",189.92,994.94
2023-03-24,"1,287.20",187.39,984.21
2023-03-27,"1,289.70",188.68,986.27
2023-03-28,"1,300.30",188.91,989.54
2023-03-29,"1,297.40",188.61,991.4
2023-03-30,"1,299.30",188.77,979.09
2023-03-31,"1,303.80",189.13,981.44
2023-04-03,"1,295.40",188.37,972.71
2023-04-04,"1,316.30",191.33,995.27
2023-04-05,"1,310.30",190.12,995.03
2023-04-06,"1,311.90",190.99,"1,001.34"
2023-04-07,"1,318.70",191.5,999.77
2023-04-10,"1,318.90",191.61,999.36
2023-04-11,"1,320.00",191.72,988.28
2023-04-12,"1,319.50",191.43,987.32
2023-04-13,"1,324.20",192.11,995.34
2023-04-14,"1,318.00",191.5,994.15
2023-04-17,"1,299.30",189.58,970.1
2023-04-18,"1,311.30",190.61,975.27
2023-04-19,"1,318.80",191.67,984.07
2023-04-20,"1,318.80",191.52,978.66
2023-04-21,"1,327.60",192.55,989.6
2023-04-24,"1,327.90",192.89,990.86
2023-04-25,"1,332.70",193.01,993.7
2023-04-26,"1,333.30",193.29,997.42
2023-04-27,"1,337.30",192.87,"1,001.61"
2023-04-28,"1,339.90",193.37,"1,000.63"
2023-05-02,"1,339.10",193.44,974
2023-05-03,"1,340.20",192.72,982.34
2023-05-04,"1,339.10",193.3,995.21
2023-05-08,"1,325.60",191.7,980.87
2023-05-09,"1,322.70",191.14,979.52
2023-05-10,"1,323.00",191.05,978.22
2023-05-11,"1,324.20",191.08,987.36
2023-05-12,"1,320.30",190.44,981.85
2023-05-15,"1,333.60",191.86,982.21
2023-05-16,"1,337.80",192.01,983.57
2023-05-17,"1,336.00",191.72,979.29
2023-05-18,"1,339.40",191.29,973.44
2023-05-19,"1,332.70",189.72,962
2023-05-22,"1,331.20",188.66,967.34
2023-05-23,"1,319.10",187.69,951.9
2023-05-24,"1,311.40",185.76,946.59
2023-05-25,"1,317.50",186.32,946.31
2023-05-26,"1,323.40",186.93,945.72
2023-05-30,"1,325.60",187.25,943.72
2023-05-31,"1,322.20",186.31,945.98
2023-06-01,"1,321.60",185.92,950.01
2023-06-02,"1,320.70",185.58,951.75
2023-06-05,"1,308.80",184.32,934.02
2023-06-07,"1,308.30",183.99,937.28
2023-06-08,"1,300.50",182.46,928.63
2023-06-09,"1,306.10",182.72,940.69
2023-06-12,"1,294.90",181.78,928.81
2023-06-13,"1,291.10",180.59,925.75
2023-06-14,"1,277.50",178.19,911.49
2023-06-15,"1,275.90",177.98,911
2023-06-16,"1,280.10",178.67,913.48
2023-06-19,"1,273.50",178.66,897.49
2023-06-20,"1,280.70",179.46,902.31
2023-06-21,"1,282.20",178.29,907.46
2023-06-22,"1,291.50",179.54,911.5
2023-06-23,"1,291.40",179.71,902.67
2023-06-26,"1,302.20",180.57,907.01
2023-06-27,"1,303.80",180.66,909.11
2023-06-28,"1,303.10",180.45,905.34
2023-06-29,"1,304.30",180.28,903.35
2023-06-30,"1,312.80",181.05,906.97
2023-07-03,"1,319.40",181.77,913.87
2023-07-04,"1,310.00",180.88,905.57
2023-07-05,"1,301.70",179.53,900.92
2023-07-06,"1,300.80",179.87,900.05
2023-07-07,"1,303.80",179.44,905.51
2023-07-10,"1,307.30",180.29,919.11
2023-07-11,"1,303.80",180.16,922.82
2023-07-12,"1,295.00",179.26,923.25
2023-07-13,"1,291.40",179.43,932.92
2023-07-14,"1,276.20",177.82,925.22
2023-07-17,"1,265.80",177.15,911.99
2023-07-18,"1,266.10",176.69,912.87
2023-07-19,"1,261.60",175.66,908.31
2023-07-20,"1,265.40",175.55,906.03
2023-07-21,"1,265.80",175.97,904.37
2023-07-24,"1,281.70",178.55,904.61
2023-07-25,"1,283.80",178.3,907.12
2023-07-26,"1,280.70",178.87,908.78
2023-07-27,"1,278.70",178.64,910.59
2023-07-28,"1,273.40",178.33,914.4
2023-07-31,"1,280.00",178.49,908.28
2023-08-01,"1,273.80",178.29,895.18
2023-08-02,"1,280.70",178.63,896
2023-08-03,"1,293.00",179.95,902.78
2023-08-04,"1,298.80",180.47,911.02
2023-08-07,"1,303.90",181.53,919.05
2023-08-08,"1,304.10",181.16,915.58
2023-08-09,"1,312.60",181.9,916.08
2023-08-10,"1,318.30",182.64,917.49
2023-08-11,"1,317.30",182.32,909.77
2023-08-14,"1,321.10",182.59,911.7
2023-08-16,"1,331.30",183.28,914.26
2023-08-17,"1,338.30",182.83,914.8
