NO,address,latitude,longitude
2021_25039,서울특별시 동대문구 왕산로 21-14,,
2021_25041,서울특별시 동대문구 왕산로 21-14,,
2021_25042,서울특별시 동대문구 왕산로 21-14,,
2021_25217,서울특별시 동작구 사당로23길 4,,
2021_25359,서울특별시 서초구 효령로34길 79,,
2021_25505,서울특별시 용산구 한강대로62길 45-1,,
2021_25594,서울특별시 금천구 시흥대로 291-1,,
2021_25776,서울특별시 노원구 노원로1길 103,,
2021_26002,서울특별시 은평구 서오릉로2길 12-1,,
2021_26206,서울특별시 서초구 나루터로4길 39,,
2021_26222,서울특별시 서초구 신반포로 32,,
2021_26391,서울특별시 은평구 서오릉로2길 12-1,,
2021_26559,서울특별시 강서구 화곡로21길 71-1,,
2021_26659,서울특별시 서초구 나루터로4길 28,,
2021_26660,서울특별시 서초구 나루터로4길 49,,
2021_26664,서울특별시 서초구 신반포로 9,,
2021_27040,서울특별시 강서구 화곡로21길 71-1,,
2021_27159,서울특별시 서초구 신반포로 9,,
2021_27160,서울특별시 서초구 신반포로 9,,
2021_27178,서울특별시 서초구 나루터로4길 28,,
2021_27569,서울특별시 서초구 신반포로 45,,
2021_27587,서울특별시 송파구 성내천로6길 1-13,,
2021_27632,서울특별시 종로구 평창문화로 171,,
2021_27721,서울특별시 서초구 신반포로 32,,
2021_27747,서울특별시 서초구 나루터로4길 28,,
2021_27805,서울특별시 은평구 연서로28길 12-1,,
2021_27935,서울특별시 서초구 신반포로 32,,
2021_27993,서울특별시 송파구 성내천로6길 1-13,,
2021_28001,서울특별시 서초구 나루터로4길 28,,
2021_28002,서울특별시 서초구 나루터로4길 49,,
2021_28336,서울특별시 서초구 나루터로4길 39,,
2021_28549,서울특별시 마포구 마포대로19길 8,,
2021_28693,서울특별시 서초구 나루터로4길 49,,
2021_29211,서울특별시 서초구 나루터로4길 49,,
2021_29264,서울특별시 동작구 사당로23길 4,,
2021_29308,서울특별시 금천구 시흥대로 291-1,,
2021_29445,서울특별시 서초구 신반포로 9,,
2021_29600,서울특별시 서초구 나루터로4길 28,,
2021_29754,서울특별시 서초구 신반포로 32,,
2021_30049,서울특별시 서초구 나루터로4길 28,,
2021_30263,서울특별시 서초구 신반포로 32,,
2021_30486,서울특별시 구로구 개봉로3가길 88-41,,
2021_30575,서울특별시 서초구 신반포로 32,,
2021_30937,서울특별시 서초구 나루터로4길 28,,
2021_31060,서울특별시 중구 서소문로 89-1,,
2021_31383,서울특별시 금천구 시흥대로 291-1,,
2021_31476,서울특별시 동대문구 정릉천동로 100,,
2021_31758,서울특별시 금천구 시흥대로 291-1,,
2021_32100,서울특별시 서초구 신반포로 45,,
2021_32353,서울특별시 은평구 연서로28길 8-1,,
2021_32698,서울특별시 서초구 신반포로 45,,
2021_32699,서울특별시 서초구 나루터로4길 28,,
2021_32822,서울특별시 구로구 구로중앙로18길 11-1,,
2021_32850,서울특별시 금천구 시흥대로 291-1,,
2021_32925,서울특별시 서초구 신반포로 32,,
2021_33308,서울특별시 송파구 성내천로6길 1-13,,
2021_33728,서울특별시 서초구 나루터로4길 39,,
2021_33818,서울특별시 금천구 시흥대로 291-1,,
2021_34172,서울특별시 서초구 효령로34길 79,,
2021_34182,서울특별시 서초구 나루터로4길 28,,
2021_34432,서울특별시 서초구 신반포로 45,,
2021_34597,서울특별시 강동구 고덕로25길 13-11,,
2021_34683,서울특별시 금천구 시흥대로 291-1,,
2021_34912,서울특별시 서초구 신반포로 267,,
2021_35119,서울특별시 송파구 올림픽로 399,,
2021_35370,서울특별시 은평구 서오릉로 107-1,,
2021_35411,서울특별시 은평구 서오릉로 107-1,,
2021_35500,서울특별시 서초구 나루터로4길 39,,
2021_35501,서울특별시 서초구 나루터로4길 39,,
2021_35572,서울특별시 서초구 잠원로 86,,
2021_35573,서울특별시 서초구 잠원로 86,,
2021_35768,서울특별시 동작구 사당로23길 4,,
2021_35841,서울특별시 서초구 나루터로4길 39,,
2021_35845,서울특별시 서초구 나루터로4길 39,,
2021_35857,서울특별시 서초구 나루터로4길 39,,
2021_35927,서울특별시 종로구 세검정로 384-13,,
2021_35928,서울특별시 종로구 평창문화로 171,,
2021_36078,서울특별시 송파구 올림픽로 399,,
2021_36128,서울특별시 금천구 시흥대로 291-1,,
2021_36570,서울특별시 서초구 효령로34길 79,,
2021_36583,서울특별시 서초구 나루터로4길 49,,
2021_36595,서울특별시 서초구 신반포로 9,,
2021_36765,서울특별시 마포구 마포대로19길 8,,
2021_36768,서울특별시 금천구 시흥대로 291-1,,
2021_36769,서울특별시 금천구 시흥대로 291-1,,
2021_37163,서울특별시 동작구 사당로23길 4,,
2021_37214,서울특별시 서초구 신반포로 45,,
2021_37437,서울특별시 금천구 시흥대로 291-1,,
2021_37832,서울특별시 금천구 시흥대로 291-1,,
2021_37929,서울특별시 금천구 시흥대로 291-1,,
2021_37930,서울특별시 금천구 시흥대로 291-1,,
2021_37956,서울특별시 강남구 남부순환로 2803,,
2021_37998,서울특별시 서초구 신반포로 32,,
2021_37999,서울특별시 서초구 신반포로 45,,
2021_38007,서울특별시 서초구 나루터로4길 39,,
2021_38069,서울특별시 서초구 신반포로 32,,
2021_38540,서울특별시 서초구 잠원로4길 34-11,,
2021_38590,서울특별시 서초구 신반포로 32,,
2021_38776,서울특별시 금천구 시흥대로 291-1,,
2021_38779,서울특별시 금천구 시흥대로 291-1,,
2021_38837,서울특별시 서초구 나루터로4길 39,,
2021_38868,서울특별시 서초구 나루터로4길 39,,
2021_39417,서울특별시 금천구 시흥대로 291-1,,
2021_39447,서울특별시 금천구 시흥대로 291-1,,
2021_39546,서울특별시 서초구 나루터로4길 49,,
2021_39856,서울특별시 서초구 효령로34길 79,,
2021_39877,서울특별시 서초구 신반포로 9,,
2021_40143,서울특별시 송파구 올림픽로 399,,
2021_40167,서울특별시 성북구 37,,
2021_40425,서울특별시 서초구 신반포로 9,,
2021_40645,서울특별시 동작구 27,,
2021_40649,서울특별시 관악구 구암길 95,,
2021_40671,서울특별시 송파구 올림픽로 399,,
2021_40679,서울특별시 강남구 남부순환로 2803,,
2021_40693,서울특별시 서초구 나루터로4길 39,,
2021_40731,서울특별시 서초구 나루터로4길 39,,
2021_40744,서울특별시 서초구 신반포로 9,,
2021_40745,서울특별시 서초구 신반포로 45,,
2021_41079,서울특별시 마포구 효창원로93길 18,,
2021_41102,서울특별시 서초구 나루터로4길 49,,
2021_41103,서울특별시 서초구 나루터로4길 28,,
2021_41123,서울특별시 송파구 올림픽로 399,,
2021_41159,서울특별시 서초구 신반포로 32,,
2021_41561,서울특별시 은평구 서오릉로 107-1,,
2021_41602,서울특별시 금천구 시흥대로 291-1,,
2021_41616,서울특별시 서초구 나루터로4길 28,,
2021_41634,서울특별시 서초구 신반포로 45,,
2021_41869,서울특별시 서초구 신반포로 32,,
2021_42037,서울특별시 노원구 노원로1길 103,,
2021_42060,서울특별시 금천구 시흥대로 291-1,,
2021_42073,서울특별시 금천구 시흥대로 291-1,,
2021_42318,서울특별시 서초구 나루터로4길 39,,
2021_42319,서울특별시 서초구 나루터로4길 39,,
2021_42373,서울특별시 서초구 신반포로 45,,
2021_42525,서울특별시 금천구 시흥대로 291-1,,
2021_42576,서울특별시 서초구 나루터로4길 28,,
2021_42578,서울특별시 서초구 신반포로 9,,
2021_42633,서울특별시 성북구 37,,
2021_42794,서울특별시 서초구 신반포로33길 30,,
2021_42847,서울특별시 서초구 신반포로 45,,
2021_42848,서울특별시 서초구 나루터로4길 39,,
2021_42849,서울특별시 서초구 나루터로4길 39,,
