NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,시군구_구,주소_합치기,latitude,longitude
1,서울특별시 중랑구 면목동,126-1,126,1,킴스아파트,35.75,201812,31,"29,500",-,7,-,-,2018,면목로 429,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  면목로 429,37.5901934659094,127.086826066156
2,서울특별시 성북구 삼선동2가,420,420,0,삼선현대힐스테이트,84.98,201812,31,"51,900",-,3,-,-,2009,낙산길 243-15,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  낙산길 243-15,37.5826745602455,127.014413798749
3,서울특별시 중랑구 상봉동,1,1,0,건영1,84.96,201812,31,"37,500",-,2,-,-,1997,봉화산로48길 62,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  봉화산로48길 62,37.6034753401116,127.093654269252
4,서울특별시 중랑구 면목동,126-1,126,1,킴스아파트,38.91,201812,31,"29,300",-,8,-,-,2018,면목로 429,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  면목로 429,37.5901934659094,127.086826066156
5,서울특별시 중랑구 면목동,1502,1502,0,현대,84.09,201812,31,"42,400",-,15,-,-,1994,용마산로 252,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  용마산로 252,37.5751759965089,127.089222458333
6,서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,26.94,201812,31,"27,300",-,10,-,-,2018,난계로17길 58-8,-,-,-,-,서울특별시 중구 ,서울특별시 중구  난계로17길 58-8,37.5698887859066,127.020691630846
7,서울특별시 중랑구 묵동,245-64,245,64,우성,48.91,201812,31,"19,600",-,4,-,-,1975,동일로149길 15,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로149길 15,37.6063801794323,127.077014738388
8,서울특별시 성북구 돈암동,609-1,609,1,한신,68.13,201812,31,"48,000",-,13,-,-,1998,성북로4길 52,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  성북로4길 52,37.5944725333435,127.012706037821
9,서울특별시 동대문구 전농동,6,6,0,전농우성,59.78,201812,31,"29,600",-,4,-,-,1992,사가정로 191,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  사가정로 191,37.5790127866687,127.065917418489
10,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,100.32,201812,31,"118,000",-,36,-,-,2007,아차산로 262,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  아차산로 262,37.5370016363785,127.072962760454
11,서울특별시 광진구 자양동,579,579,0,우성1,59.91,201812,31,"66,300",-,9,-,-,1988,뚝섬로 569,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  뚝섬로 569,37.5343511422776,127.073577477923
12,서울특별시 용산구 한남동,550,550,0,현대하이페리온II,227.68,201812,31,"263,000",-,7,-,-,2004,서빙고로 417,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  서빙고로 417,37.5283743260401,127.005937416925
13,서울특별시 용산구 한남동,810,810,0,한남더힐,233.062,201812,31,"421,000",-,3,-,-,2011,독서당로 111,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  독서당로 111,37.5361228594578,127.007307641122
14,서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,60.0,201812,31,"41,000",-,12,-,-,2005,솔샘로25길 11-11,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  솔샘로25길 11-11,37.6160226380573,127.008106043719
15,서울특별시 성북구 정릉동,435,435,0,중앙하이츠빌2단지,84.95,201812,31,"40,700",-,10,-,-,2005,정릉로26길 8,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  정릉로26길 8,37.6038670811154,127.010847672186
16,서울특별시 중구 신당동,852,852,0,청구e편한세상,118.47,201812,31,"139,000",-,14,-,-,2011,청구로 64,-,-,-,-,서울특별시 중구 ,서울특별시 중구  청구로 64,37.5599601596254,127.015451019186
17,서울특별시 중랑구 면목동,1511,1511,0,두산3,84.77,201812,31,"53,500",-,16,-,-,1995,면목로37길 57,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  면목로37길 57,37.5800147769383,127.082931350864
18,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,201812,31,"37,000",-,7,-,-,1994,시루봉로 71,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 71,37.6571605667278,127.027593335959
19,서울특별시 노원구 월계동,383-40,383,40,성북맨션,65.35,201812,31,"33,800",-,2,-,-,1976,석계로 107,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  석계로 107,37.6225335741487,127.060418607051
20,서울특별시 노원구 중계동,505,505,0,상아,84.97,201812,31,"52,700",-,13,-,-,1989,섬밭로 265,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  섬밭로 265,37.6382878280766,127.062716147408
21,서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201812,31,"28,000",-,4,-,-,1991,동일로208길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로208길 20,37.643256567583,127.066994809325
22,서울특별시 은평구 불광동,71-16,71,16,북한산대창센시티,59.85,201812,31,"42,000",-,4,-,-,2004,불광로 208,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  불광로 208,37.6257025429828,126.929389312581
23,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201812,31,"29,800",-,4,-,-,1990,섬밭로 285,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  섬밭로 285,37.6408810487544,127.062533757048
24,서울특별시 노원구 중계동,366,366,0,청구(366),115.47,201812,31,"89,500",-,15,-,-,1993,중계로 184,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  중계로 184,37.6511079247726,127.079599122393
25,서울특별시 성북구 장위동,317,317,0,꿈의숲대명루첸아파트,59.988,201812,31,"46,400",-,12,-,-,2008,월계로36길 27,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  월계로36길 27,37.6214422751024,127.046326750213
26,서울특별시 노원구 상계동,1285,1285,0,동아불암,84.9,201812,31,"42,800",-,21,-,-,1999,덕릉로 780,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  덕릉로 780,37.6666919810414,127.079126011496
27,서울특별시 성북구 하월곡동,226,226,0,월곡래미안루나밸리,59.98,201812,31,"53,000",-,1,-,-,2007,월곡로14길 26,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  월곡로14길 26,37.6002340166717,127.042651944006
28,서울특별시 은평구 구산동,382,382,0,갈현현대,59.94,201812,31,"27,500",-,3,-,-,1998,서오릉로21길 36,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  서오릉로21길 36,37.6127720930199,126.904974725064
29,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),59.39,201812,31,"34,500",-,2,-,-,1988,동일로227길 85,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로227길 85,37.6665061107332,127.052270278334
30,서울특별시 도봉구 방학동,732,732,0,신동아아파트4,84.9,201812,31,"31,100",-,8,-,-,1995,방학로 200,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  방학로 200,37.662872736761,127.029669276882
31,서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,84.92,201812,31,"40,400",-,1,-,-,2004,솔샘로 174,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  솔샘로 174,37.6176383628418,127.010599691076
32,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,201812,31,"33,950",-,14,-,-,1995,해등로 264,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 264,37.6583037299981,127.027604638646
33,서울특별시 노원구 상계동,666,666,0,상계주공10(저층),54.54,201812,31,"45,900",-,4,-,-,1988,노원로 564,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  노원로 564,37.6616521070339,127.05612466376
34,서울특별시 도봉구 방학동,720-1,720,1,대상타운현대아파트,133.97,201812,31,"65,000",-,2,-,-,2001,마들로 616,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  마들로 616,37.6651079698533,127.046910486399
35,서울특별시 노원구 공릉동,738,738,0,공릉우성아파트,59.26,201812,31,"29,600",-,15,-,-,1995,동일로198길 24,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로198길 24,37.6286774433719,127.073087970324
36,서울특별시 노원구 상계동,749-5,749,5,상계주공4(고층),84.38,201812,31,"43,400",-,1,-,-,1988,동일로214길 21,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로214길 21,37.6504328878085,127.062759447938
37,서울특별시 노원구 공릉동,743,743,0,공릉동한보에센시티아파트,84.93,201812,31,"42,000",-,2,-,-,2000,공릉로46길 19,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  공릉로46길 19,37.6279055006749,127.080130818232
38,서울특별시 구로구 개봉동,471,471,0,삼호,84.88,201812,31,"38,400",-,12,-,-,1996,남부순환로95길 16,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  남부순환로95길 16,37.4945679422391,126.857307896676
39,서울특별시 구로구 개봉동,Dec-70,70,12,동도센트리움(70-12),116.276,201812,31,"40,000",-,9,-,-,2002,고척로22길 84,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  고척로22길 84,37.4981451232999,126.846809356285
40,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울아파트,41.22,201812,31,"29,000",-,4,-,-,1982,시흥대로47길 43,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  시흥대로47길 43,37.4506553147109,126.898955300111
41,서울특별시 금천구 시흥동,1011,1011,0,우방,59.91,201812,31,"34,500",-,8,-,-,2002,금하로 750,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 750,37.4490734382987,126.913658594513
42,서울특별시 관악구 봉천동,1698-1,1698,1,보라매삼성,84.84,201812,31,"59,000",-,13,-,-,1996,보라매로 62,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  보라매로 62,37.4948015028766,126.927602560192
43,서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아2단지,84.98,201812,31,"45,100",-,13,-,-,2008,난곡로 55,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  난곡로 55,37.4597417150822,126.920752798392
44,서울특별시 관악구 신림동,1644,1644,0,강남,42.36,201812,31,"38,500",-,3,-,-,1974,조원로 25,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  조원로 25,37.483708310871,126.905433298638
45,서울특별시 구로구 구로동,107-4,107,4,비즈트위트블루,15.12,201812,31,"11,800",-,5,-,-,2012,공원로 15-12,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  공원로 15-12,37.4986733341879,126.891116202603
46,서울특별시 구로구 구로동,110-8,110,8,하나세인스톤1차,21.7256,201812,31,"16,400",-,12,-,-,2011,구로중앙로28다길 16,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  구로중앙로28다길 16,37.5012743907728,126.889021929487
47,서울특별시 동작구 대방동,503,503,0,주공2,51.66,201812,31,"56,500",-,11,-,-,1995,여의대방로44길 47,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로44길 47,37.5099235104732,126.930418625519
48,서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울아파트,41.23,201812,31,"27,700",-,1,-,-,1981,시흥대로47길 43,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  시흥대로47길 43,37.4506553147109,126.898955300111
49,서울특별시 구로구 구로동,685-223,685,223,주공2,54.9,201812,31,"48,000",-,11,-,-,1987,구일로4길 22,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  구일로4길 22,37.4911670949724,126.875645378981
50,서울특별시 관악구 신림동,1693,1693,0,국제산장,84.15,201812,31,"32,900",-,1,-,-,1993,호암로 417,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  호암로 417,37.4613351494786,126.927479872415
51,서울특별시 영등포구 당산동2가,16-1,16,1,당산대우,31.73,201812,31,"28,000",-,13,-,-,1999,영등포로 106,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  영등포로 106,37.5208860332921,126.892859141484
52,서울특별시 영등포구 대림동,1123,1123,0,한솔솔파크,84.89,201812,31,"63,800",-,14,-,-,2008,도림천로 431,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  도림천로 431,37.4876756656925,126.899687344019
53,서울특별시 영등포구 대림동,696,696,0,우성1,62.37,201812,31,"44,000",-,2,-,-,1985,도림로 187,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  도림로 187,37.4955657383468,126.9005921977
54,서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,59.99,201812,31,"41,500",-,19,-,-,2005,은천로 93,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  은천로 93,37.4873527233282,126.945428874003
55,서울특별시 관악구 신림동,1706,1706,0,금호2,84.87,201812,31,"54,000",-,3,-,-,1998,신림로3가길 7,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  신림로3가길 7,37.4682378425488,126.944342536615
56,서울특별시 동작구 대방동,515,515,0,아데나339,18.56,201812,31,"16,300",-,8,-,-,2012,여의대방로54길 39,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로54길 39,37.5127039490229,126.928954792246
57,서울특별시 영등포구 문래동3가,Feb-77,77,2,문래공원한신,79.46,201812,31,"51,500",-,1,-,-,1988,문래로20길 14,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  문래로20길 14,37.5171335926412,126.89331900434
58,서울특별시 구로구 오류동,Apr-31,31,4,오류동휘버스,83.97,201812,31,"31,200",-,3,-,-,2006,고척로18길 77,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  고척로18길 77,37.4977069811941,126.845852638576
59,서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,34.052,201812,31,"31,000",-,3,-,-,2003,서초중앙로 26,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초중앙로 26,37.4846872089607,127.016991752076
60,서울특별시 강남구 개포동,185,185,0,개포주공7단지,73.26,201812,31,"132,000",-,11,-,-,1983,개포로 516,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  개포로 516,37.4891406792843,127.070871480537
61,서울특별시 강남구 수서동,799,799,0,강남 더샵 포레스트,165.4312,201812,31,"300,000",-,8,-,-,2016,광평로34길 35,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  광평로34길 35,37.4821109112761,127.094906024141
62,서울특별시 강동구 고덕동,486,486,0,아남1,84.91,201812,31,"63,800",-,14,-,-,1996,양재대로 1706,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  양재대로 1706,37.5579548375122,127.146294328922
63,서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,45.255,201812,31,"36,000",-,14,-,-,2003,서초중앙로 26,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초중앙로 26,37.4846872089607,127.016991752076
64,서울특별시 서초구 서초동,1445-13,1445,13,서초쌍용플래티넘,82.46,201812,31,"81,000",-,14,-,-,2006,서초중앙로 18,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초중앙로 18,37.4840476212544,127.017348668302
65,서울특별시 강동구 천호동,467-11,467,11,현진리버파크,14.9,201812,31,"19,500",-,7,-,-,2017,구천면로 144,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  구천면로 144,37.5421794961691,127.120842044121
66,서울특별시 강동구 천호동,291-50,291,50,천호동이연아마빌레아파트,48.21,201812,31,"27,000",-,5,-,-,2002,천중로21길 61,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  천중로21길 61,37.5473589819332,127.13259233566
67,서울특별시 강동구 둔촌동,170-1,170,1,둔촌주공4단지,99.61,201812,31,"135,000",-,7,-,-,1980,양재대로 1340,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  양재대로 1340,37.525777860061,127.135931466677
68,서울특별시 서대문구 북가좌동,488,488,0,대경아르체,28.36,201812,31,"29,000",-,7,-,-,2018,응암로 133,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  응암로 133,37.5846667116226,126.914192065318
69,서울특별시 양천구 신정동,1322,1322,0,이펜하우스2단지,84.51,201812,31,"50,000",-,4,-,-,2011,신정이펜2로 55,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  신정이펜2로 55,37.5151706404873,126.830991876791
70,서울특별시 강서구 방화동,831,831,0,방화4단지,100.35,201812,31,"60,000",-,11,-,-,1994,방화대로47가길 22,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  방화대로47가길 22,37.5770988534391,126.813978203356
71,서울특별시 강서구 염창동,268,268,0,관음삼성,84.93,201812,31,"48,200",-,1,-,-,1997,양천로 656,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  양천로 656,37.5527346401778,126.869460423297
72,서울특별시 서대문구 남가좌동,385,385,0,DMC파크뷰자이2단지,84.968,201812,31,"83,000",-,1,-,-,2015,가재울미래로 2,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  가재울미래로 2,37.5744019902031,126.917907814167
73,서울특별시 은평구 신사동,Apr-39,39,4,명남더블레스(39-4),83.21,201812,31,"40,000",-,3,-,-,2003,가좌로 295,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  가좌로 295,37.594362552388,126.911499141198
74,서울특별시 은평구 대조동,59-48,59,48,만민하늘愛,73.34,201812,31,"33,500",-,3,-,-,2008,진흥로11길 5,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  진흥로11길 5,37.6074629888439,126.922847563154
75,서울특별시 양천구 신정동,1295,1295,0,목동2삼성래미안,84.65,201812,31,"69,500",-,4,-,-,2001,목동남로4길 81,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동남로4길 81,37.5100489602437,126.867875550271
76,서울특별시 은평구 역촌동,Apr-43,43,4,하늘애,84.84,201812,31,"47,800",-,8,-,-,2007,진흥로 27,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  진흥로 27,37.6004819441485,126.918434729942
77,서울특별시 강서구 등촌동,632-4,632,4,삼성한사랑1,84.99,201812,31,"58,000",-,2,-,-,1997,양천로66길 6,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  양천로66길 6,37.555145780298,126.863937231668
78,서울특별시 강서구 등촌동,715,715,0,등촌동아이파크,84.9958,201812,31,"58,500",-,1,-,-,2004,등촌로 163,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  등촌로 163,37.5447297738682,126.861593331753
79,서울특별시 서대문구 북아현동,1013,1013,0,e편한세상신촌3단지,84.93,201812,31,"116,000",-,10,-,-,2016,북아현로 29,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  북아현로 29,37.5602067153922,126.95606104514
80,서울특별시 서대문구 홍제동,82,82,0,홍제한양,120.14,201812,31,"76,250",-,11,-,-,1993,통일로25길 30,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  통일로25길 30,37.5832772226944,126.947232533354
81,서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),114.72,201812,31,"79,500",-,16,-,-,2000,통일로34길 43,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  통일로34길 43,37.5883336578387,126.948807747156
82,서울특별시 양천구 목동,200,200,0,우성,84.44,201812,31,"76,200",-,10,-,-,1992,목동중앙로 143,-,-,-,-,서울특별시 양천구 ,서울특별시 양천구  목동중앙로 143,37.5415308450122,126.87575085692
83,서울특별시 마포구 염리동,515-1,515,1,상록,58.71,201812,31,"59,000",-,3,-,-,1997,숭문길 106,-,-,-,-,서울특별시 마포구 ,서울특별시 마포구  숭문길 106,37.5509248817864,126.946795894081
84,서울특별시 강서구 화곡동,1011-6,1011,6,희훈리치파크,115.5,201812,31,"59,500",-,11,-,-,2002,강서로45다길 30-17,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  강서로45다길 30-17,37.5465378561662,126.834532126506
85,서울특별시 강서구 방화동,619-7,619,7,AirPalace(619-7),14.5,201812,31,"9,900",-,8,-,-,2013,개화동로27가길 33,-,-,-,-,서울특별시 강서구 ,서울특별시 강서구  개화동로27가길 33,37.5627209818902,126.807522731364
86,서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,84.9,201812,31,"63,000",-,6,-,-,2000,증가로 191,-,-,-,-,서울특별시 서대문구 ,서울특별시 서대문구  증가로 191,37.5784968293823,126.917392296871
87,서울특별시 은평구 응암동,739,739,0,응암동금호,59.73,201812,30,"39,000",-,12,-,-,1998,응암로 318,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  응암로 318,37.5994661259867,126.921971643797
88,서울특별시 서초구 반포동,01-01,1,1,한신3차,132.94,201812,30,"289,000",-,3,-,-,1978,신반포로19길 10,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  신반포로19길 10,37.5052125097947,126.996659439627
89,서울특별시 금천구 시흥동,962-8,962,8,백운한비치5,57.99,201812,30,"31,000",-,3,-,-,2018,시흥대로12길 10-8,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  시흥대로12길 10-8,37.438626865702,126.903816002004
90,서울특별시 구로구 구로동,110-9,110,9,우원그린빌,60.347,201812,30,"29,000",-,13,-,-,2001,구로중앙로28다길 22,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  구로중앙로28다길 22,37.5014222775578,126.888864060761
91,서울특별시 성북구 성북동1가,35-22,35,22,휴아름스튜디오,13.57,201812,30,"15,700",-,10,-,-,2015,창경궁로 323,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  창경궁로 323,37.5884578893911,127.005414226009
92,서울특별시 동대문구 장안동,346-1,346,1,태솔아파트3차,58.24,201812,30,"40,000",-,10,-,-,2018,장한로26가길 53,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장한로26가길 53,37.5692710967995,127.070969634209
93,서울특별시 성동구 금호동4가,235,235,0,서울숲2차푸르지오,59.862,201812,30,"103,500",-,8,-,-,2012,금호로 17,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  금호로 17,37.5468826236179,127.024072726848
94,서울특별시 도봉구 창동,45,45,0,삼성래미안,84.87,201812,30,"58,700",-,19,-,-,1992,노해로66길 21,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  노해로66길 21,37.6503916138943,127.047330927246
95,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,201812,30,"46,500",-,12,-,-,1995,시루봉로 71,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 71,37.6571605667278,127.027593335959
96,서울특별시 강남구 개포동,185,185,0,개포주공6단지,73.02,201812,30,"163,000",-,9,-,-,1983,개포로 516,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  개포로 516,37.4891406792843,127.070871480537
97,서울특별시 송파구 마천동,May-68,68,5,천마그랑밸리,74.54,201812,30,"57,000",-,6,-,-,2004,성내천로29길 28,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  성내천로29길 28,37.5020497355753,127.153525458422
98,서울특별시 서초구 서초동,1675-11,1675,11,서초대우아이빌,37.777,201812,30,"33,000",-,10,-,-,2003,서초대로58길 10,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초대로58길 10,37.4942224982177,127.017508995609
99,서울특별시 강동구 둔촌동,89,89,0,현대4,84.94,201812,29,"67,500",-,5,-,-,1996,진황도로61길 7,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  진황도로61길 7,37.5294017081741,127.143825172961
100,서울특별시 강남구 자곡동,686,686,0,강남한양수자인(4단지),84.89,201812,29,"114,000",-,1,-,-,2014,자곡로 260,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  자곡로 260,37.4765634437989,127.111752118301
101,서울특별시 강남구 자곡동,686,686,0,강남한양수자인(4단지),114.46,201812,29,"135,000",-,9,-,-,2014,자곡로 260,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  자곡로 260,37.4765634437989,127.111752118301
102,서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,66.0,201812,29,"117,000",-,5,-,-,1978,남부순환로363길 30,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  남부순환로363길 30,37.48761945292,127.038197177163
103,서울특별시 강동구 암사동,509,509,0,선사현대아파트,114.42,201812,29,"103,000",-,13,-,-,2000,상암로 11,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  상암로 11,37.5534474873056,127.125660013035
104,서울특별시 강동구 길동,415-13,415,13,강동큐브(2차),15.12,201812,29,"11,900",-,7,-,-,2013,진황도로 85,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  진황도로 85,37.5366245950933,127.136132976612
105,서울특별시 강남구 청담동,33,33,0,청담동삼성1차(101동),84.3,201812,29,"135,000",-,4,-,-,1997,삼성로133길 20,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  삼성로133길 20,37.5194542356183,127.047832809734
106,서울특별시 강동구 암사동,422-26,422,26,암사e편한세상,84.94,201812,29,"60,000",-,12,-,-,2005,구천면로 365-13,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  구천면로 365-13,37.5515685466838,127.139082135172
107,서울특별시 송파구 방이동,May-48,48,5,현대주상복합,32.07,201812,29,"21,250",-,7,-,-,1998,오금로11길 55,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  오금로11길 55,37.5154937300715,127.113299840522
108,서울특별시 송파구 잠실동,27,27,0,주공아파트 5단지,76.5,201812,29,"171,000",-,14,-,-,1978,송파대로 567,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로 567,37.5131381759342,127.09304868009
109,서울특별시 중랑구 면목동,1077-1,1077,1,용마한신,44.35,201812,29,"33,700",-,7,-,-,1990,사가정로71길 19,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  사가정로71길 19,37.5808368956261,127.095052598876
110,서울특별시 중랑구 망우동,580-1,580,1,금호어울림(580-1),84.94,201812,29,"47,500",-,6,-,-,2006,양원역로 18,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  양원역로 18,37.6027743133849,127.108648043621
111,서울특별시 종로구 숭인동,181-121,181,121,도시그린빌라,57.45,201812,29,"24,300",-,3,-,-,1997,숭인동1길 31,-,-,-,-,서울특별시 종로구 ,서울특별시 종로구  숭인동1길 31,37.5765334601309,127.020071632824
112,서울특별시 중랑구 면목동,193-1,193,1,면목한신,44.5,201812,29,"30,800",-,15,-,-,1988,중랑천로 20,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  중랑천로 20,37.5864831132149,127.075805081355
113,서울특별시 광진구 중곡동,109-13,109,13,삼성로얄2,83.01,201812,29,"39,700",-,4,-,-,2002,자양로53길 40,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  자양로53길 40,37.5550766054317,127.092238423226
114,서울특별시 중랑구 면목동,1528,1528,0,면목동금호어울림아파트,84.0827,201812,29,"57,250",-,11,-,-,2005,용마산로 271,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  용마산로 271,37.5773677919025,127.089649371438
115,서울특별시 용산구 용문동,38-76,38,76,삼성하이츠,84.39,201812,29,"49,000",-,4,-,-,2003,효창원로25다길 17-3,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  효창원로25다길 17-3,37.5372150586859,126.956618091482
116,서울특별시 성동구 금호동3가,1662,1662,0,금호한신,59.99,201812,29,"70,700",-,5,-,-,2005,금호산길 27,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  금호산길 27,37.5505494639051,127.017088285139
117,서울특별시 중랑구 중화동,450,450,0,한신아파트상가동유치원동(103~109),59.76,201812,29,"43,750",-,26,-,-,1998,동일로 752,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로 752,37.5970090851956,127.082070702444
