NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,시군구_구,주소_합치기,latitude,longitude
5335,서울특별시 용산구 한남동,810,810,0,한남더힐,240.23,201810,10,"630,000",-,-1,-,-,2011,독서당로 111,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  독서당로 111,37.5361228594578,127.007307641122
5336,서울특별시 용산구 한남동,810,810,0,한남더힐,243.642,201810,10,"695,000",-,1,-,-,2011,독서당로 111,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  독서당로 111,37.5361228594578,127.007307641122
5337,서울특별시 성북구 정릉동,1034,1034,0,라온유,84.65,201810,10,"56,000",-,3,-,-,2008,정릉로 307,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  정릉로 307,37.6032285064084,127.017866208389
5338,서울특별시 용산구 효창동,5-495,5,495,효창맨션,73.06,201810,10,"42,000",-,9,-,-,1969,효창원로 157,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  효창원로 157,37.541908846157,126.961645243993
5339,서울특별시 동대문구 장안동,346-1,346,1,태솔아파트3차,59.57,201810,10,"39,900",-,8,-,-,2018,장한로26가길 53,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장한로26가길 53,37.5692710967995,127.070969634209
5340,서울특별시 성북구 정릉동,1017,1017,0,쌍용2,59.9,201810,10,"36,000",-,11,-,-,1999,북악산로 847,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  북악산로 847,37.5995587584276,127.017953544906
5341,서울특별시 종로구 창신동,232,232,0,두산,84.9,201810,10,"75,000",-,4,-,-,1999,지봉로5길 7,-,-,-,-,서울특별시 종로구 ,서울특별시 종로구  지봉로5길 7,37.5740774336835,127.013834360919
5342,서울특별시 종로구 창신동,23-76,23,76,브라운스톤창신,84.81,201810,10,"61,900",-,5,-,-,2006,지봉로 81,-,-,-,-,서울특별시 종로구 ,서울특별시 종로구  지봉로 81,37.5773757358987,127.015049677272
5343,서울특별시 중랑구 상봉동,495,495,0,동부아파트,84.99,201810,10,"50,300",-,11,-,-,1999,신내로7가길 31,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  신내로7가길 31,37.602073131276,127.093424324951
5344,서울특별시 용산구 한강로3가,65-230,65,230,한강대우트럼프월드3,173.21,201810,10,"197,500",-,26,-,-,2004,한강대로 26,-,-,-,-,서울특별시 용산구 ,서울특별시 용산구  한강대로 26,37.5231469938916,126.962943339203
5345,서울특별시 중랑구 신내동,650,650,0,신내6대주,59.76,201810,10,"45,400",-,2,-,-,1996,신내로19길 42,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  신내로19길 42,37.6141017641988,127.091034702557
5346,서울특별시 중랑구 신내동,650,650,0,신내6대주,59.76,201810,10,"44,000",-,7,-,-,1996,신내로19길 42,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  신내로19길 42,37.6141017641988,127.091034702557
5347,서울특별시 광진구 구의동,611,611,0,구의현대2단지,84.91,201810,10,"84,000",-,14,-,-,1996,광나루로56길 32,-,-,-,-,서울특별시 광진구 ,서울특별시 광진구  광나루로56길 32,37.537824078736,127.096219392344
5348,서울특별시 중랑구 중화동,42,42,0,중화동건영아파트,84.77,201810,10,"32,000",-,1,-,-,1998,동일로140길 88,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로140길 88,37.6056993886468,127.083510702772
5349,서울특별시 동대문구 장안동,329-3,329,3,래미안장안2차,81.05,201810,10,"68,000",-,15,-,-,2007,장안벚꽃로 167,-,-,-,-,서울특별시 동대문구 ,서울특별시 동대문구  장안벚꽃로 167,37.5750720968253,127.074282139153
5350,서울특별시 중랑구 면목동,1500,1500,0,두산1,84.87,201810,10,"48,000",-,8,-,-,1993,사가정로41길 9,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  사가정로41길 9,37.5816522208885,127.083981519364
5351,서울특별시 중랑구 중화동,450,450,0,한신아파트상가동유치원동(103~109),59.76,201810,10,"44,000",-,4,-,-,1998,동일로 752,-,-,-,-,서울특별시 중랑구 ,서울특별시 중랑구  동일로 752,37.5970090851956,127.082070702444
5352,서울특별시 성동구 하왕십리동,1052,1052,0,금호베스트빌,59.79,201810,10,"57,000",-,9,-,-,2001,난계로 114-31,-,-,-,-,서울특별시 성동구 ,서울특별시 성동구  난계로 114-31,37.5612312466825,127.025952317395
5353,서울특별시 노원구 중계동,445,445,0,염광,59.34,201810,10,"40,000",-,17,-,-,1996,덕릉로79길 23,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  덕릉로79길 23,37.6561110933603,127.072595026681
5354,서울특별시 강북구 번동,148-494,148,494,현대(148-494),84.9,201810,10,"34,300",-,5,-,-,1997,오현로 140,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  오현로 140,37.6249533010158,127.037540771742
5355,서울특별시 강북구 번동,234,234,0,주공4단지,49.94,201810,10,"28,000",-,13,-,-,1991,오현로 207,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  오현로 207,37.6308935874817,127.038680261439
5356,서울특별시 강북구 번동,136,136,0,번동솔그린,59.82,201810,10,"32,500",-,12,-,-,1999,한천로109길 83,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  한천로109길 83,37.6266622872579,127.039219892825
5357,서울특별시 강북구 번동,118-15,118,15,꿈의숲수림채,112.29,201810,10,"38,700",-,2,-,-,2006,월계로37길 43,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  월계로37길 43,37.6240119769972,127.045409666668
5358,서울특별시 노원구 중계동,369,369,0,주공2,44.52,201810,10,"29,900",-,13,-,-,1992,한글비석로14길 8,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로14길 8,37.6574763373212,127.077434215909
5359,서울특별시 도봉구 창동,661-10,661,10,하우니티,84.92,201810,10,"34,500",-,8,-,-,2008,도봉로110나길 79,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  도봉로110나길 79,37.6496334618803,127.036040307639
5360,서울특별시 도봉구 창동,825,825,0,북한산아이파크5차,119.1731,201810,10,"75,000",-,20,-,-,2004,도봉로136길 28,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  도봉로136길 28,37.6565711376964,127.042729027408
5361,서울특별시 은평구 갈현동,543,543,0,메카,59.36,201810,10,"27,000",-,2,-,-,2001,갈현로29길 52,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  갈현로29길 52,37.6224847426036,126.911462868426
5362,서울특별시 도봉구 창동,665-21,665,21,중흥에스클래스,203.559,201810,10,"66,500",-,4,-,-,2001,노해로62길 77,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  노해로62길 77,37.6479769390566,127.03907461212
5363,서울특별시 도봉구 창동,812,812,0,창동현대타운,57.93,201810,10,"27,500",-,2,-,-,1999,도봉로114길 22-8,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  도봉로114길 22-8,37.6471181492246,127.035269588373
5364,서울특별시 노원구 공릉동,725,725,0,풍림아파트A,59.94,201810,10,"43,800",-,4,-,-,2001,섬밭로 139,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  섬밭로 139,37.6302815782115,127.065702114261
5365,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),49.94,201810,10,"33,000",-,12,-,-,1988,동일로227길 25,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로227길 25,37.6668967573625,127.056039185663
5366,서울특별시 노원구 상계동,1063,1063,0,상계현대3차,84.96,201810,10,"40,500",-,7,-,-,1999,수락산로 234,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  수락산로 234,37.6719288518576,127.052648476813
5367,서울특별시 노원구 상계동,1276,1276,0,청암2단지,49.77,201810,10,"30,000",-,2,-,-,2001,덕릉로94가길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  덕릉로94가길 20,37.6625064307881,127.078111067764
5368,서울특별시 노원구 상계동,1265,1265,0,수락산벨리체,114.92,201810,10,"60,000",-,14,-,-,2000,동일로250길 18,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로250길 18,37.6818424631869,127.056999292729
5369,서울특별시 성북구 종암동,104-1,104,1,종암에스케이,59.04,201810,10,"44,000",-,12,-,-,1999,종암로24가길 53,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  종암로24가길 53,37.6008411734995,127.037964181836
5370,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,62.22,201810,10,"31,700",-,12,-,-,1988,시루봉로 107,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 107,37.6612170251846,127.026150172257
5371,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,126.89,201810,10,"56,000",-,5,-,-,1990,시루봉로 107,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  시루봉로 107,37.6612170251846,127.026150172257
5372,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,49.77,201810,10,"32,000",-,6,-,-,1998,동일로245길 162,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로245길 162,37.6808384621835,127.0542198702
5373,서울특별시 도봉구 도봉동,87,87,0,삼환도봉,83.97,201810,10,"39,800",-,9,-,-,1987,도봉로180길 6-83,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  도봉로180길 6-83,37.6812385967161,127.049268414252
5374,서울특별시 은평구 구산동,382,382,0,갈현현대,84.83,201810,10,"37,000",-,11,-,-,1998,서오릉로21길 36,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  서오릉로21길 36,37.6127720930199,126.904974725064
5375,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,59.95,201810,10,"37,700",-,10,-,-,1998,동일로245길 162,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로245길 162,37.6808384621835,127.0542198702
5376,서울특별시 강북구 수유동,205,205,0,수유벽산1차,122.58,201810,10,"53,900",-,10,-,-,1993,삼각산로 143-1,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  삼각산로 143-1,37.6426557894829,127.01963902071
5377,서울특별시 강북구 수유동,553-61,553,61,극동,84.99,201810,10,"36,700",-,13,-,-,1992,인수봉로72길 4,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  인수봉로72길 4,37.6417906660353,127.012305630907
5378,서울특별시 강북구 미아동,796,796,0,경남아너스빌,62.7103,201810,10,"44,500",-,6,-,-,2008,삼양로74길 8,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  삼양로74길 8,37.6291409466541,127.018351605002
5379,서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,201810,10,"54,000",-,6,-,-,2003,오패산로 46,-,-,-,-,서울특별시 성북구 ,서울특별시 성북구  오패산로 46,37.6074738406161,127.038709467417
5380,서울특별시 노원구 상계동,1305,1305,0,동양엔파트,84.88,201810,10,"65,000",-,18,-,-,2003,상계로5길 12,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  상계로5길 12,37.6573543256891,127.064264260882
5381,서울특별시 강북구 수유동,205,205,0,수유벽산1차,63.78,201810,10,"36,400",-,2,-,-,1993,삼각산로 143-1,-,-,-,-,서울특별시 강북구 ,서울특별시 강북구  삼각산로 143-1,37.6426557894829,127.01963902071
5382,서울특별시 도봉구 창동,305,305,0,창동주공1단지,41.3,201810,10,"37,500",-,9,-,-,1990,해등로 113,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로 113,37.6535964253192,127.039179546469
5383,서울특별시 은평구 불광동,30,30,0,청송,158.14,201810,10,"46,500",-,5,-,-,2003,불광로18가길 18,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  불광로18가길 18,37.6231427012874,126.933334414376
5384,서울특별시 도봉구 쌍문동,Mar-59,59,3,한양5,65.37,201810,10,"32,800",-,10,-,-,1991,해등로25길 36,-,-,-,-,서울특별시 도봉구 ,서울특별시 도봉구  해등로25길 36,37.6557984051554,127.03175856369
5385,서울특별시 은평구 불광동,631-1,631,1,대호프라자아파트,84.65,201810,10,"41,000",-,3,-,-,2000,불광로 90,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  불광로 90,37.6150686709961,126.933000699618
5386,서울특별시 노원구 중계동,363,363,0,대림벽산(363),114.39,201810,10,"85,000",-,1,-,-,1993,한글비석로8길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  한글비석로8길 20,37.6478390813696,127.078368336517
5387,서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,201810,10,"87,500",-,7,-,-,1995,노원로22길 71,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  노원로22길 71,37.6485594214008,127.075881614134
5388,서울특별시 은평구 수색동,358-11,358,11,동하아트빌,70.87,201810,10,"51,100",-,2,-,-,2002,수색로18길 19-8,-,-,-,-,서울특별시 은평구 ,서울특별시 은평구  수색로18길 19-8,37.5856179281576,126.894151440641
5389,서울특별시 노원구 중계동,593,593,0,삼성,59.9,201810,10,"38,300",-,7,-,-,1999,중계로14나길 25,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  중계로14나길 25,37.6485870640359,127.084143743208
5390,서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,201810,10,"30,000",-,2,-,-,1991,동일로208길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로208길 20,37.643256567583,127.066994809325
5391,서울특별시 노원구 중계동,512,512,0,중계무지개,49.54,201810,10,"35,500",-,2,-,-,1991,동일로208길 20,-,-,-,-,서울특별시 노원구 ,서울특별시 노원구  동일로208길 20,37.643256567583,127.066994809325
5392,서울특별시 관악구 봉천동,1712,1712,0,관악드림(동아),84.96,201810,10,"60,000",-,1,-,-,2003,성현로 80,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  성현로 80,37.4898474387668,126.952985510916
5393,서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201810,10,"47,800",-,14,-,-,2004,금하로 816,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로 816,37.4497786332027,126.920020808062
5394,서울특별시 금천구 시흥동,220-2,220,2,현대(220-2),49.14,201810,10,"30,500",-,2,-,-,1984,탑골로3길 50,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  탑골로3길 50,37.4526031264201,126.91239110711
5395,서울특별시 금천구 시흥동,05-13,5,13,삼익,59.9,201810,10,"30,900",-,18,-,-,1999,독산로50길 89,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  독산로50길 89,37.4637563637838,126.909126305021
5396,서울특별시 금천구 시흥동,791-40,791,40,SM엘루이,84.99,201810,10,"43,200",-,8,-,-,2012,시흥대로37길 20,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  시흥대로37길 20,37.4460106656694,126.902369424084
5397,서울특별시 금천구 시흥동,1017,1017,0,관악산신도브래뉴,84.8,201810,10,"44,000",-,3,-,-,2006,금하로24나길 48,-,-,-,-,서울특별시 금천구 ,서울특별시 금천구  금하로24나길 48,37.4481311944756,126.910676400859
5398,서울특별시 영등포구 문래동3가,Jan-76,76,1,국화맨션,84.71,201810,10,"83,000",-,4,-,-,1983,도림로 464,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  도림로 464,37.5167344972335,126.892875370579
5399,서울특별시 영등포구 신길동,4950,4950,0,래미안에스티움,118.03,201810,10,"145,000",-,9,-,-,2017,신풍로 77,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  신풍로 77,37.5004196071802,126.911544544308
5400,서울특별시 영등포구 신길동,4935,4935,0,신기목련아파트,59.4,201810,10,"37,000",-,16,-,-,2000,신길로42가길 34,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  신길로42가길 34,37.5087341960892,126.915389163087
5401,서울특별시 동작구 신대방동,565,565,0,우성1차,126.16,201810,10,"91,300",-,13,-,-,1988,여의대방로 22,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로 22,37.4910969139998,126.911813692107
5402,서울특별시 구로구 고척동,Sep-57,57,9,산업인,47.26,201810,10,"19,800",-,5,-,-,1976,경인로47다길 43,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  경인로47다길 43,37.5049748037089,126.866778856297
5403,서울특별시 서초구 잠원동,73,73,0,신반포2,92.2,201810,10,"177,000",-,2,-,-,1978,신반포로23길 41,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  신반포로23길 41,37.5116583511688,127.00446943136
5404,서울특별시 관악구 신림동,412-363,412,363,삼성홈타운,45.1,201810,10,"17,000",-,3,-,-,2002,문성로38길 69-7,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  문성로38길 69-7,37.4755917644403,126.930498062377
5405,서울특별시 관악구 신림동,1698,1698,0,태흥,59.86,201810,10,"29,700",-,4,-,-,1995,호암로 541,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  호암로 541,37.466021748776,126.931073018846
5406,서울특별시 관악구 신림동,1644,1644,0,강남,46.72,201810,10,"40,000",-,2,-,-,1974,조원로 25,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  조원로 25,37.483708310871,126.905433298638
5407,서울특별시 관악구 신림동,244-21,244,21,래디앙아파트,63.19,201810,10,"44,500",-,6,-,-,2016,대학5길 46,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  대학5길 46,37.4692328940572,126.940411511493
5408,서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아2단지,84.96,201810,10,"53,000",-,8,-,-,2008,난곡로 55,-,-,-,-,서울특별시 관악구 ,서울특별시 관악구  난곡로 55,37.4597417150822,126.920752798392
5409,서울특별시 서초구 양재동,206-7,206,7,성영,55.8,201810,10,"38,500",-,1,-,-,2002,매헌로6길 42,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  매헌로6길 42,37.4654667874975,127.035271117053
5410,서울특별시 구로구 오류동,150-42,150,42,길훈,53.94,201810,10,"19,000",-,5,-,-,1986,오류로8라길 20-8,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  오류로8라길 20-8,37.4903358086213,126.843831873041
5411,서울특별시 구로구 오류동,344,344,0,경남아너스빌,84.93,201810,10,"50,000",-,20,-,-,2003,오류로 65,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  오류로 65,37.4906448355172,126.840113310416
5412,서울특별시 구로구 오류동,235-2,235,2,대산,72.57,201810,10,"25,000",-,1,-,-,2000,오리로13길 18,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  오리로13길 18,37.4894972953948,126.832873840357
5413,서울특별시 동작구 대방동,515,515,0,아데나339,15.36,201810,10,"14,100",-,5,-,-,2012,여의대방로54길 39,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로54길 39,37.5127039490229,126.928954792246
5414,서울특별시 동작구 대방동,503,503,0,주공2,58.65,201810,10,"75,000",-,6,-,-,1995,여의대방로44길 47,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  여의대방로44길 47,37.5099235104732,126.930418625519
5415,서울특별시 구로구 온수동,155,155,0,온수힐스테이트,102.6,201810,10,"60,000",-,9,-,-,2010,부일로9길 127,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  부일로9길 127,37.4976017630545,126.820592862021
5416,서울특별시 구로구 고척동,141-1,141,1,서울가든,84.99,201810,10,"51,800",-,3,-,-,1989,중앙로5길 62,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  중앙로5길 62,37.5029347315877,126.860748578923
5417,서울특별시 구로구 천왕동,275,275,0,천왕이펜하우스6단지,84.97,201810,10,"55,000",-,5,-,-,2011,천왕로 9,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  천왕로 9,37.4790207559893,126.84225746312
5418,서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,92.13,201810,10,"160,000",-,13,-,-,1975,국제금융로7길 27,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  국제금융로7길 27,37.5242632638356,126.933095338052
5419,서울특별시 서초구 반포동,Jul-87,87,7,반포서래빌,156.29,201810,10,"100,000",-,1,-,-,2003,동광로 155,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  동광로 155,37.4950810997277,126.999019238046
5420,서울특별시 구로구 고척동,141-1,141,1,서울가든,64.39,201810,10,"42,000",-,2,-,-,1989,중앙로5길 62,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  중앙로5길 62,37.5029347315877,126.860748578923
5421,서울특별시 영등포구 문래동4가,43,43,0,문래동삼환,84.98,201810,10,"66,000",-,17,-,-,2001,도림로143길 32,-,-,-,-,서울특별시 영등포구 ,서울특별시 영등포구  도림로143길 32,37.5140259183705,126.889087091852
5422,서울특별시 구로구 고척동,296,296,0,대우,59.97,201810,10,"36,000",-,4,-,-,1999,고척로52길 48,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  고척로52길 48,37.5034122853622,126.855220189635
5423,서울특별시 구로구 구로동,796-3,796,3,(796-3),37.53,201810,10,"8,500",-,1,-,-,1996,도림로10길 36,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  도림로10길 36,37.4854404057014,126.889252721435
5424,서울특별시 동작구 상도동,413,413,0,삼익,59.93,201810,10,"43,800",-,12,-,-,1997,양녕로26나길 8,-,-,-,-,서울특별시 동작구 ,서울특별시 동작구  양녕로26나길 8,37.4973649407491,126.944558745751
5425,서울특별시 서초구 방배동,2626,2626,0,삼성래미안1,114.94,201810,10,"125,000",-,3,-,-,2003,방배선행길 2,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  방배선행길 2,37.472366336806,126.984855302054
5426,서울특별시 구로구 개봉동,478,478,0,한진,59.95,201810,10,"40,000",-,16,-,-,2000,개봉로3길 87,-,-,-,-,서울특별시 구로구 ,서울특별시 구로구  개봉로3길 87,37.485898739724,126.850970967732
5427,서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,47.356,201810,10,"34,550",-,19,-,-,2003,서초중앙로 26,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초중앙로 26,37.4846872089607,127.016991752076
5428,서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,84.93,201810,10,"92,500",-,10,-,-,2008,충민로 152,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  충민로 152,37.4834422171547,127.131834041645
5429,서울특별시 송파구 오금동,615,615,0,올림픽파크센트레빌,84.1625,201810,10,"93,000",-,14,-,-,2009,양재대로72길 5,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  양재대로72길 5,37.5099574942875,127.127546833594
5430,서울특별시 서초구 서초동,1685,1685,0,삼풍아파트,79.47,201810,10,"175,000",-,12,-,-,1988,서초중앙로 200,-,-,-,-,서울특별시 서초구 ,서울특별시 서초구  서초중앙로 200,37.5004532195354,127.015647626899
5431,서울특별시 강남구 압구정동,446,446,0,현대빌라트,181.81,201810,10,"385,000",-,7,-,-,1996,압구정로29길 49,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  압구정로29길 49,37.5304773192153,127.027308336345
5432,서울특별시 강동구 천호동,467-11,467,11,현진리버파크,14.9,201810,10,"19,500",-,10,-,-,2017,구천면로 144,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  구천면로 144,37.5421794961691,127.120842044121
5433,서울특별시 강동구 천호동,168-6,168,6,현대아파트,60.76,201810,10,"53,000",-,3,-,-,1990,진황도로 47-2,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  진황도로 47-2,37.5385561629409,127.132965748867
5434,서울특별시 강동구 길동,146-1,146,1,길동3차이룸,60.52,201810,10,"43,700",-,7,-,-,2005,천호대로193길 26,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  천호대로193길 26,37.5363109443648,127.145073298802
5435,서울특별시 강남구 대치동,316,316,0,은마,76.79,201810,10,"175,000",-,13,-,-,1980,삼성로 212,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  삼성로 212,37.4996157705058,127.065915414443
5436,서울특별시 강남구 청담동,130-7,130,7,마크힐스이스트윙,192.86,201810,10,"620,000",-,18,-,-,2010,영동대로142길 19,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  영동대로142길 19,37.5245388138369,127.055179106033
5437,서울특별시 송파구 송파동,33,33,0,호수임광,57.72,201810,10,"72,000",-,11,-,-,1995,송파대로48길 29,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로48길 29,37.5103427659692,127.107137210321
5438,서울특별시 송파구 문정동,May-62,62,5,현대(62-5),54.6,201810,10,"56,800",-,15,-,-,1993,송파대로20길 28,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송파대로20길 28,37.4856961889676,127.125876153683
5439,서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,201810,9,"66,900",-,21,-,-,2000,상암로 11,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  상암로 11,37.5534474873056,127.125660013035
5440,서울특별시 강동구 둔촌동,630,630,0,둔촌푸르지오,84.9,201810,9,"100,000",-,5,-,-,2010,명일로 172,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  명일로 172,37.5341381859815,127.145070787029
5441,서울특별시 송파구 오금동,160,160,0,삼성,84.87,201810,9,"71,000",-,5,-,-,1989,문정로 197,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  문정로 197,37.4965547540795,127.139215599972
5442,서울특별시 송파구 가락동,199,199,0,프라자,134.09,201810,9,"111,000",-,7,-,-,1985,문정로 125,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  문정로 125,37.4923791209484,127.134003319293
5443,서울특별시 강동구 길동,415-13,415,13,강동큐브(2차),14.32,201810,9,"12,000",-,9,-,-,2013,진황도로 85,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  진황도로 85,37.5366245950933,127.136132976612
5444,서울특별시 강남구 대치동,1025,1025,0,롯데캐슬리베,121.0894,201810,9,"210,000",-,11,-,-,2008,도곡로 404,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  도곡로 404,37.4961855830196,127.053553804427
5445,서울특별시 송파구 신천동,07-14,7,14,잠실더샵스타파크,173.17,201810,9,"138,000",-,11,-,-,2008,올림픽로35가길 10,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로35가길 10,37.516940130045,127.102633008407
5446,서울특별시 송파구 문정동,145,145,0,문정시영,46.26,201810,9,"60,000",-,1,-,-,1989,송이로31길 56,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송이로31길 56,37.4908616244741,127.136383679953
5447,서울특별시 강동구 명일동,257,257,0,고덕주공9,83.52,201810,9,"87,500",-,6,-,-,1985,상암로 251,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  상암로 251,37.5485938073474,127.150688253162
5448,서울특별시 강남구 대치동,1027,1027,0,래미안대치팰리스,94.49,201810,9,"262,000",-,23,-,-,2015,삼성로51길 37,-,-,-,-,서울특별시 강남구 ,서울특별시 강남구  삼성로51길 37,37.4934361918055,127.057697682666
5449,서울특별시 송파구 문정동,128-10,128,10,뉴파크팰리스,83.22,201810,9,"63,000",-,6,-,-,2003,송이로31길 20-10,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  송이로31길 20-10,37.4906193033366,127.13437456806
5450,서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,201810,9,"173,000",-,8,-,-,2008,올림픽로 99,-,-,-,-,서울특별시 송파구 ,서울특별시 송파구  올림픽로 99,37.5151252476966,127.078130036923
5451,서울특별시 강동구 천호동,333-55,333,55,천호e-편한세상,113.86,201810,9,"74,500",-,9,-,-,2005,올림픽로81길 15,-,-,-,-,서울특별시 강동구 ,서울특별시 강동구  올림픽로81길 15,37.5441435297992,127.124450823424
