동별(1),동별(2),동별(3),2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
동별(1),동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
합계,은평구,진관동,58006,11.53,5031,57256,11.53,4966,56012,11.53,4858,55034,11.53,4773,54607,11.53,4736
합계,은평구,불광2동,29552,1.38,21414,28740,1.38,20826,27798,1.38,20143,27280,1.38,19768,26972,1.38,19545
합계,은평구,응암3동,26081,0.63,41398,25553,0.63,40560,24637,0.63,39106,24313,0.63,38592,23822,0.63,37813
합계,은평구,역촌동,48490,1.16,41802,46939,1.16,40465,45752,1.16,39441,44984,1.16,38779,44207,1.16,38109
합계,서대문구,소계,323171,17.63,18335,322952,17.63,18322,315659,17.63,17908,319554,17.63,18129,320629,17.63,18190
합계,서대문구,천연동,18704,0.97,19282,18049,0.97,18607,17359,0.97,17896,17031,0.97,17558,16789,0.97,17308
합계,서대문구,홍제1동,24997,1.23,20323,24604,1.23,20003,23929,1.23,19454,24674,1.23,20060,24959,1.23,20292
합계,서대문구,홍제3동,16420,0.81,20272,15983,1.05,15222,15478,0.81,19109,17890,0.81,22086,17842,0.81,22027
합계,서대문구,홍제2동,14570,1.05,13876,14334,0.81,17696,13801,1.05,13144,13433,1.05,12793,13281,1.05,12649
합계,서대문구,홍은1동,22902,1.58,14495,23266,1.58,14725,22933,1.58,14515,22825,1.58,14446,22410,1.58,14184
합계,서대문구,홍은2동,28394,2.06,13783,27734,2.06,13463,27222,2.06,13215,27499,2.06,13349,29394,2.06,14269
합계,서대문구,남가좌1동,16918,0.51,33173,16141,0.51,31649,15627,0.51,30641,16884,0.51,33106,16927,0.51,33190
합계,서대문구,남가좌2동,25947,0.77,33697,30996,0.77,40255,30807,0.77,40009,30508,0.77,39621,30385,0.77,39461
합계,서대문구,북가좌1동,19160,0.55,34836,18557,0.55,33740,18121,0.55,32947,17804,0.55,32371,17678,0.55,32142
합계,서대문구,북가좌2동,33810,0.84,40250,32947,0.84,39223,31893,0.84,37968,31244,0.84,37195,31026,0.84,36936
합계,서대문구,충현동,18113,1.12,16172,21229,1.12,18954,20760,1.12,18536,20316,1.12,18139,20148,1.12,17989
합계,서대문구,북아현동,17525,0.46,38098,16956,0.46,36861,16236,0.46,35296,15875,0.46,34511,15756,0.46,34252
합계,서대문구,신촌동,24372,2.63,9267,23051,2.63,8765,23759,2.63,9034,26143,2.63,9940,26846,2.63,10208
합계,서대문구,연희동,41339,3.05,13554,39105,3.05,12821,37734,3.05,12372,37428,3.05,12271,37188,3.05,12193
합계,마포구,소계,385925,23.85,16180,381858,23.85,16011,378686,23.85,15878,375585,23.85,15745,375162,23.85,15727
합계,마포구,용강동,22441,0.84,26715,22257,0.84,26496,22038,0.84,26236,21786,0.84,25936,21642,0.84,25764
합계,마포구,대흥동,13575,0.88,15426,15863,0.87,18233,15848,0.87,18216,16177,0.87,18594,16269,0.88,18488
합계,마포구,염리동,13486,0.43,31363,12864,0.44,29236,17657,0.44,40130,17633,0.44,40075,17664,0.43,41079
합계,마포구,신수동,23877,0.78,30612,23606,0.78,30264,22834,0.78,29274,22672,0.78,29067,22496,0.78,28841
합계,마포구,서교동,25997,1.65,15756,26981,1.65,16352,26549,1.65,16090,26674,1.65,16166,26359,1.65,15975
합계,마포구,합정동,19153,1.72,11135,18576,1.72,10800,17649,1.72,10261,17064,1.72,9921,16717,1.69,9892
합계,마포구,망원1동,21856,1.13,19342,21113,1.13,18684,20351,1.13,18010,19757,1.13,17484,19475,1.14,17083
합계,마포구,망원2동,19386,0.67,28934,19216,0.67,28681,18764,0.67,28006,18449,0.67,27536,18155,0.67,27097
합계,마포구,연남동,16953,0.64,26489,16682,0.64,26066,15899,0.64,24842,15603,0.64,24380,15190,0.65,23369
합계,마포구,성산1동,20164,0.8,25205,19679,0.8,24599,19246,0.8,24058,19079,0.8,23849,18947,0.8,23684
합계,마포구,성산2동,41531,2.07,20063,40669,2.07,19647,39909,2.07,19280,39500,2.07,19082,39099,2.07,18888
합계,마포구,상암동,32882,8.4,3915,31997,8.4,3809,31473,8.4,3747,30837,8.4,3671,30414,8.4,3621
합계,마포구,도화동,22594,0.62,36442,21998,0.62,35481,21391,0.62,34502,21118,0.62,34061,20899,0.62,33708
합계,마포구,서강동,26163,1.45,18043,25386,1.45,17508,25600,1.45,17655,25576,1.45,17639,25405,1.45,17521
합계,마포구,공덕동,40509,1.01,40108,38750,1.01,38366,37792,1.01,37418,37476,1.01,37105,37123,1.01,36755
합계,마포구,아현동,25358,0.76,33366,26221,0.76,34501,25686,0.76,33797,26184,0.76,34453,29308,0.76,38563
합계,양천구,소계,462285,17.41,26559,457781,17.41,26301,450487,17.41,25882,444010,17.41,25509,439252,17.41,25236
합계,양천구,목1동,32173,1.41,22818,31727,1.41,22501,30883,1.41,21903,30536,1.41,21657,30419,1.41,21574
합계,양천구,목2동,31477,1.03,30560,30705,1.03,29811,30139,1.03,29261,29641,1.03,28778,29098,1.03,28250
합계,양천구,목3동,23095,0.53,43575,22643,0.53,42723,21977,0.53,41466,21719,0.53,40979,21395,0.53,40368
합계,양천구,목4동,26909,0.57,47209,26190,0.57,45947,25544,0.57,44814,25018,0.57,43891,24619,0.57,43191
합계,양천구,신월1동,21773,0.65,33497,21246,0.65,32686,20693,0.65,31835,20343,0.65,31297,19683,0.65,30282
합계,양천구,신월2동,22126,0.61,36272,21520,0.61,35279,20819,0.61,34130,20569,0.61,33720,20944,0.61,34334
합계,양천구,신월3동,16719,0.87,19217,15965,0.87,18351,15372,0.87,17669,14934,0.87,17166,14466,0.87,16628
합계,양천구,신월4동,19026,0.52,36588,18487,0.52,35552,18012,0.52,34638,17698,0.52,34035,17555,0.52,33760
합계,양천구,신월5동,15570,0.69,22565,15189,0.69,22013,14750,0.69,21377,14461,0.69,20958,14120,0.69,20464
합계,양천구,신월6동,6615,0.41,16134,13798,0.41,33654,13945,0.41,34012,13816,0.41,33698,13927,0.41,33968
합계,양천구,신월7동,21602,1.19,18153,20651,1.19,17354,19917,1.19,16737,19199,1.19,16134,18811,1.19,15808
합계,양천구,신정1동,21627,0.7,30896,21074,0.7,30106,20487,0.7,29267,19962,0.7,28517,19820,0.7,28314
합계,양천구,신정2동,20685,0.52,39779,20207,0.52,38860,19596,0.52,37685,19003,0.52,36544,18869,0.52,36287
합계,양천구,신정3동,48151,2.72,17703,46787,2.72,17201,49979,2.72,18375,50587,2.72,18598,49890,2.72,18342
합계,양천구,신정6동,25304,0.96,26358,25038,0.96,26081,24552,0.96,25575,24152,0.96,25158,23985,0.96,24984
합계,양천구,신정7동,30904,1.21,25540,30075,1.21,24855,29171,1.21,24108,28579,1.21,23619,28431,1.21,23497
합계,양천구,목5동,42948,1.81,23728,42288,1.81,23364,41308,1.81,22822,40737,1.81,22507,40818,1.81,22551
합계,양천구,신정4동,35581,1.01,35229,34191,1.01,33852,33343,1.01,33013,33056,1.01,32729,32402,1.01,32081
합계,강서구,소계,598273,41.44,14438,585901,41.44,14140,579768,41.45,13986,574638,41.45,13862,568826,41.45,13723
합계,강서구,염창동,42579,1.74,24471,42017,1.74,24148,41764,1.74,24002,41628,1.74,23924,41490,1.74,23845
합계,강서구,등촌1동,23717,0.59,40198,24338,0.64,38028,24436,0.64,38181,24991,0.64,39048,25184,0.64,39350
합계,강서구,등촌2동,21868,0.92,23770,21216,0.92,23061,20423,0.92,22199,19855,0.92,21582,19481,0.92,21175
합계,강서구,등촌3동,32506,0.79,41147,31660,0.79,40076,30714,0.79,38878,30025,0.79,38006,29576,0.79,37438
합계,강서구,화곡본동,35918,1.11,32359,34981,0.98,35695,34612,0.98,35318,34121,0.98,34817,33346,0.98,34027
합계,강서구,화곡2동,19487,0.47,41462,18727,0.45,41616,18096,0.45,40213,17785,0.45,39522,17358,0.45,38573
합계,강서구,화곡3동,22710,0.51,44529,21938,0.53,41392,21661,0.53,40870,21603,0.53,40760,21261,0.53,40115
합계,강서구,화곡4동,22044,0.82,26883,21413,0.82,26113,20820,0.82,25390,20514,0.82,25017,20017,0.82,24411
합계,강서구,화곡6동,25118,1.12,22427,25133,1.11,22642,25096,1.11,22609,25303,1.11,22795,26236,1.11,23636
합계,강서구,화곡8동,26509,0.53,50017,25674,0.53,48442,24789,0.53,46772,24415,0.53,46066,23888,0.53,45072
합계,강서구,가양1동,34154,4.7,7267,34540,4.7,7349,34395,4.7,7318,34359,4.7,7310,34145,4.7,7265
합계,강서구,가양2동,15140,1,15140,14588,1,14588,14109,1,14109,13902,1,13902,13539,1,13539
합계,강서구,가양3동,16199,0.99,16363,15583,0.5,31166,15138,0.5,30276,14678,0.5,29356,14207,0.5,28414
합계,강서구,발산1동,38507,2.96,13009,37530,2.94,12765,36572,2.94,12439,36236,2.94,12325,35955,2.94,12230
합계,강서구,공항동,28261,10.87,2600,27627,10.87,2542,31483,10.87,2896,30927,10.87,2845,30035,10.87,2763
합계,강서구,방화1동,45668,1.04,43912,44550,1.48,30101,43181,1.48,29176,42851,1.48,28953,42283,1.48,28570
합계,강서구,방화2동,24051,6.41,3752,23442,6.41,3657,23656,6.41,3690,23371,6.41,3646,22978,6.41,3585
합계,강서구,방화3동,24467,2.38,10280,23577,2.55,9246,22924,2.55,8990,22544,2.55,8841,22110,2.55,8671
합계,강서구,화곡1동,54562,1.12,48716,53380,1.12,47661,52770,1.12,47116,52647,1.12,47006,51791,1.12,46242
합계,강서구,우장산동,44808,1.36,32947,43987,1.36,32343,43129,1.36,31713,42883,1.36,31532,43946,1.36,32313
합계,구로구,소계,439371,20.12,21837,432488,20.12,21496,421163,20.12,20933,418418,20.12,20794,415651,20.12,20656
합계,구로구,신도림동,37188,1.47,25298,36494,1.47,24826,36342,1.47,24722,36138,1.47,24584,36313,1.47,24703
합계,구로구,구로1동,22097,1.02,21664,21632,1.02,21208,21166,1.02,20751,20936,1.02,20525,20705,1.02,20299
합계,구로구,구로3동,26290,1.02,25775,25722,1.02,25218,25157,1.02,24664,25055,1.02,24564,25049,1.02,24558
합계,구로구,구로4동,26219,0.46,56998,25031,0.46,54415,23745,0.46,51620,23052,0.46,50113,22557,0.46,49037
합계,구로구,구로5동,33426,1.03,32452,32339,1.03,31397,31822,1.03,30895,31740,1.03,30816,31720,1.03,30796
합계,구로구,고척1동,24182,1.16,20847,23547,1.16,20299,22657,1.16,19532,25636,1.16,22100,26690,1.16,23009
합계,구로구,고척2동,28950,1.02,28382,27853,1.02,27307,27092,1.02,26561,26557,1.02,26036,26250,1.02,25735
합계,구로구,개봉2동,33036,0.8,41295,32218,0.8,40273,31314,0.8,39143,30665,0.8,38331,30158,0.8,37698
합계,구로구,개봉3동,22005,0.81,27167,21284,0.81,26277,20590,0.81,25420,20251,0.81,25001,19985,0.81,24673
합계,구로구,오류1동,23295,0.59,39483,23360,0.59,39593,23155,0.59,39246,23126,0.59,39197,23363,0.59,39598
합계,구로구,수궁동,24890,2.67,9322,24297,2.67,9100,23806,2.67,8916,23332,2.67,8739,23109,2.67,8655
합계,구로구,가리봉동,15250,0.4,38125,14263,0.4,35658,13091,0.4,32728,12653,0.4,31633,12458,0.4,31145
합계,구로구,구로2동,35208,1.76,20005,33050,1.76,18778,31164,1.76,17707,30093,1.76,17098,29019,1.76,16488
합계,구로구,개봉1동,33835,1.31,25828,35239,1.31,26900,34560,1.31,26382,34105,1.31,26034,33907,1.31,25883
합계,구로구,오류2동,53500,4.6,11630,39755,3.2,12423,39026,3.2,12196,38528,3.2,12040,37888,3.2,11840
합계,구로구,항동,-,-,-,16404,1.4,11717,16476,1.4,11769,16551,1.4,11822,16480,1.4,11771
합계,금천구,소계,251820,13.02,19341,247835,13.02,19035,244891,13.02,18808,242818,13.02,18649,241105,13.02,18517
합계,금천구,가산동,24455,2.52,9704,25973,2.52,10307,26179,2.52,10388,26569,2.52,10543,27152,2.52,10775
합계,금천구,독산1동,43840,2.09,20976,44191,2.09,21144,46698,2.09,22344,47573,2.09,22762,48084,2.09,23007
합계,금천구,독산2동,21405,0.6,35675,20666,0.6,34443,20175,0.6,33625,19562,0.6,32603,19152,0.6,31920
합계,금천구,독산3동,29916,0.92,32517,28535,0.92,31016,27595,0.92,29995,27239,0.92,29608,26903,0.92,29242
합계,금천구,독산4동,18227,0.59,30893,17464,0.59,29600,16778,0.59,28437,16432,0.59,27851,16120,0.59,27322
합계,금천구,시흥1동,36706,1.71,21465,35781,1.71,20925,34533,1.71,20195,34054,1.71,19915,33790,1.71,19760
합계,금천구,시흥2동,22659,1.26,17983,22092,1.26,17533,21351,1.26,16945,20832,1.26,16533,20687,1.26,16418
합계,금천구,시흥3동,11524,1.07,10770,11285,1.07,10547,10951,1.07,10235,10701,1.07,10001,10396,1.07,9716
합계,금천구,시흥4동,22216,0.87,25536,21520,0.87,24736,20916,0.87,24041,20614,0.87,23694,20059,0.87,23056
합계,금천구,시흥5동,20872,1.39,15016,20328,1.39,14624,19715,1.39,14183,19242,1.39,13843,18762,1.39,13498
합계,영등포구,소계,400986,24.55,16334,407367,24.55,16595,400908,24.55,16331,398085,24.55,16215,397800,24.55,16203
합계,영등포구,여의동,34598,8.4,4119,34463,8.4,4103,33420,8.4,3979,32923,8.4,3919,33713,8.4,4013
합계,영등포구,당산1동,21524,0.75,28699,21197,0.75,28263,20648,0.75,27531,20740,0.75,27653,21418,0.75,28557
합계,영등포구,당산2동,36324,1.55,23435,38011,1.55,24523,37911,1.55,24459,37102,1.55,23937,37113,1.55,23944
합계,영등포구,양평1동,18263,0.88,20753,17702,0.88,20116,18487,0.88,21008,18704,0.88,21255,18422,0.88,20934
합계,영등포구,양평2동,22802,3,7601,22603,3,7534,22499,3,7500,22583,3,7528,22758,3,7586
합계,영등포구,신길1동,19750,0.66,29924,19167,0.66,29041,18755,0.66,28417,20483,0.66,31035,20653,0.66,31292
합계,영등포구,신길3동,18727,0.52,36013,18086,0.52,34781,17575,0.52,33798,17281,0.52,33233,16961,0.52,32617
합계,영등포구,신길4동,9985,0.35,28529,12974,0.38,34142,13089,0.38,34445,13016,0.38,34253,12919,0.38,33997
합계,영등포구,신길5동,10670,0.47,22702,12496,0.47,26587,11701,0.47,24896,11212,0.47,23855,10912,0.47,23217
합계,영등포구,신길6동,19434,0.68,28579,19071,0.65,29340,19869,0.65,30568,19593,0.65,30143,18369,0.65,28260
합계,영등포구,신길7동,17075,0.64,26680,20494,0.64,32022,20158,0.64,31497,19899,0.64,31092,19985,0.64,31227
합계,영등포구,대림1동,16332,0.49,33331,17751,0.49,36227,17067,0.49,34831,16506,0.49,33686,16164,0.49,32988
합계,영등포구,대림2동,21370,0.55,38855,19776,0.55,35956,18162,0.55,33022,17523,0.55,31860,17575,0.55,31955
합계,영등포구,대림3동,28638,0.95,30145,26973,0.95,28393,25876,0.95,27238,25205,0.95,26532,25027,0.95,26344
합계,영등포구,영등포본동,24813,1.02,24326,23790,1.02,23324,23152,1.02,22698,22714,1.02,22269,22536,1.02,22094
합계,영등포구,영등포동,27166,1.26,21560,28749,1.26,22817,29901,1.26,23731,30461,1.26,24175,31413,1.26,24931
합계,영등포구,도림동,21552,0.89,24216,20665,0.89,23219,19826,0.89,22276,19600,0.89,22022,19520,0.89,21933
합계,영등포구,문래동,31963,1.49,21452,33399,1.49,22415,32812,1.49,22021,32540,1.49,21839,32342,1.49,21706
합계,동작구,소계,408912,16.35,25003,401572,16.35,24555,394364,16.36,24113,390432,16.36,23870,389714,16.36,23826
합계,동작구,노량진2동,13789,0.64,21545,13512,0.64,21113,11550,0.64,18047,11234,0.64,17553,11075,0.64,17305
합계,동작구,상도1동,48153,1.51,31889,46840,1.51,31020,45485,1.51,30123,46166,1.51,30574,46451,1.51,30762
합계,동작구,상도2동,29270,0.98,29867,28162,0.98,28737,28362,0.98,28941,27982,0.98,28553,27822,0.98,28390
합계,동작구,상도3동,26041,0.6,43402,25416,0.6,42360,24846,0.6,41410,24456,0.6,40760,24297,0.6,40495
합계,동작구,상도4동,29893,0.75,39857,29306,0.75,39075,28914,0.75,38552,28564,0.75,38085,28051,0.75,37401
합계,동작구,사당1동,24026,0.79,30413,23632,0.79,29914,23321,0.79,29520,23009,0.79,29125,23008,0.79,29124
합계,동작구,사당3동,26034,0.92,28298,25244,0.92,27439,24548,0.92,26683,24189,0.92,26292,23940,0.92,26022
합계,동작구,사당4동,14921,0.38,39266,14599,0.38,38418,14301,0.38,37634,14185,0.38,37329,14007,0.38,36861
합계,동작구,사당5동,12886,0.57,22607,14811,0.57,25984,14558,0.57,25540,14434,0.57,25323,14269,0.57,25033
합계,동작구,대방동,40177,1.55,25921,39172,1.55,25272,38338,1.55,24734,37056,1.55,23907,35989,1.55,23219
합계,동작구,신대방1동,26599,0.62,42902,25823,0.62,41650,24999,0.62,40321,25118,0.62,40513,25100,0.62,40484
합계,동작구,신대방2동,20719,1.03,20116,20466,1.03,19870,21404,1.03,20781,22445,1.03,21791,22281,1.03,21632
합계,동작구,흑석동,35551,1.68,21161,34544,1.68,20562,33293,1.68,19817,30694,1.68,18270,32231,1.68,19185
합계,동작구,노량진1동,32563,1.58,20609,32387,1.58,20498,32298,1.58,20442,32114,1.58,20325,32715,1.58,20706
합계,동작구,사당2동,28290,2.75,10287,27658,2.75,10057,28147,2.75,10235,28786,2.75,10468,28478,2.75,10356
합계,관악구,소계,517334,29.57,17496,509803,29.57,17241,499449,29.57,16891,501226,29.57,16951,497883,29.57,16838
합계,관악구,보라매동,26496,0.76,34863,25278,0.76,33261,24918,0.76,32787,24660,0.76,32447,24272,0.76,31937
합계,관악구,청림동,16286,0.3,54287,15711,0.3,52370,15214,0.3,50713,15005,0.3,50017,14828,0.3,49427
합계,관악구,행운동,30061,0.72,41751,29799,0.72,41388,29413,0.72,40851,29636,0.72,41161,29418,0.72,40858
합계,관악구,낙성대동,17623,2.27,7763,17579,2.27,7744,17434,2.27,7680,17928,2.27,7898,17863,2.27,7869
합계,관악구,중앙동,15895,0.39,40756,15758,0.39,40405,15487,0.39,39710,15685,0.39,40218,15572,0.39,39928
합계,관악구,인헌동,27088,1.08,25081,26500,1.08,24537,26154,1.08,24217,26119,1.08,24184,25849,1.08,23934
합계,관악구,남현동,18980,3.27,5804,18598,3.27,5687,18274,3.27,5588,18163,3.27,5554,17888,3.27,5470
합계,관악구,서원동,24068,0.65,37028,23565,0.65,36254,23278,0.65,35812,23511,0.65,36171,23690,0.65,36446
합계,관악구,신원동,19742,0.55,35895,19290,0.55,35073,18675,0.55,33955,18620,0.55,33855,18399,0.55,33453
합계,관악구,서림동,24339,0.99,24585,24410,0.99,24657,23689,0.99,23928,24361,0.99,24607,24594,0.99,24842
합계,관악구,신사동,25960,0.64,40563,25426,0.64,39728,24838,0.64,38809,24719,0.64,38623,24414,0.64,38147
합계,관악구,신림동,22525,0.54,41713,22667,0.54,41976,23128,0.54,42830,23877,0.54,44217,23767,0.54,44013
합계,관악구,난향동,16394,0.8,20493,15915,0.8,19894,15420,0.8,19275,15050,0.8,18813,14859,0.8,18574
합계,관악구,조원동,19579,0.67,29222,19232,0.67,28704,18786,0.67,28039,20490,0.67,30582,21077,0.67,31458
합계,관악구,대학동,24457,8.3,2947,24907,8.3,3001,24921,8.3,3003,26301,8.3,3169,27093,8.3,3264
합계,관악구,은천동,35337,0.78,45304,34595,0.78,44353,33631,0.78,43117,33156,0.78,42508,32902,0.78,42182
합계,관악구,성현동,31175,0.68,45846,30472,0.68,44812,29394,0.68,43226,28830,0.68,42397,28461,0.68,41854
합계,관악구,청룡동,34440,1.18,29186,36325,1.18,30784,36482,1.18,30917,37132,1.18,31468,36872,1.18,31247
합계,관악구,난곡동,28912,0.96,30117,28054,0.96,29223,27216,0.96,28350,26679,0.96,27791,25807,0.96,26882
합계,관악구,삼성동,25226,2.66,9483,23935,2.66,8998,22041,2.66,8286,20642,2.66,7760,20130,2.66,7568
합계,관악구,미성동,32751,1.38,23733,31787,1.38,23034,31056,1.38,22504,30662,1.38,22219,30128,1.38,21832
합계,서초구,소계,435107,46.98,9261,429025,46.98,9132,416167,46.98,8858,408451,46.97,8696,412078,46.97,8774
합계,서초구,서초1동,21579,1.42,15196,21187,1.42,14920,20711,1.42,14585,20622,1.42,14523,20352,1.42,14332
합계,서초구,서초2동,18837,1.24,15191,21731,1.24,17525,26595,1.24,21448,26932,1.24,21719,25140,1.24,20274
합계,서초구,서초3동,30951,2.93,10563,32307,2.93,11026,32769,2.93,11184,32379,2.93,11051,32384,2.93,11053
합계,서초구,서초4동,31988,0.88,36350,31718,0.88,36043,31089,0.88,35328,30521,0.88,34683,30558,0.88,34725
합계,서초구,잠원동,35131,1.76,19961,28532,1.76,16211,26946,1.76,15310,26393,1.76,14996,27015,1.76,15349
합계,서초구,반포본동,12190,1.01,12069,11991,1.01,11872,2000,1.01,1980,292,1.01,289,241,1.01,239
합계,서초구,반포1동,33237,1,33237,32630,1,32630,34815,1,34815,34443,1,34443,34190,1,34190
합계,서초구,반포2동,16385,1.35,12137,16240,1.35,12030,15801,1.35,11704,15742,1.35,11661,23436,1.35,17360
합계,서초구,반포3동,20390,1.28,15930,22412,1.28,17509,22245,1.28,17379,22773,1.28,17791,23845,1.28,18629
합계,서초구,반포4동,20232,1.43,14148,19977,1.43,13970,19807,1.43,13851,19486,1.43,13627,19229,1.43,13447
합계,서초구,방배본동,21585,0.67,32216,21293,0.67,31781,21083,0.67,31467,20778,0.67,31012,20575,0.67,30709
합계,서초구,방배1동,17524,0.7,25034,17381,0.7,24830,16980,0.7,24257,16883,0.7,24119,16644,0.7,23777
합계,서초구,방배2동,20958,1.93,10859,20404,1.93,10572,19474,1.93,10090,18553,1.93,9613,18171,1.93,9415
합계,서초구,방배3동,22455,2.4,9356,21441,2.4,8934,18861,2.4,7859,17321,2.4,7217,16058,2.4,6691
합계,서초구,방배4동,24083,0.98,24574,24036,0.98,24527,23817,0.98,24303,23429,0.98,23907,23108,0.98,23580
합계,서초구,양재1동,45940,5.76,7976,44890,5.76,7793,43408,5.76,7536,42683,5.76,7410,42333,5.76,7349
합계,서초구,양재2동,23161,7.58,3056,22709,7.58,2996,22144,7.58,2921,21766,7.58,2872,21545,7.58,2842
합계,서초구,내곡동,18481,12.68,1457,18146,12.68,1431,17622,12.68,1390,17455,12.68,1377,17254,12.68,1361
합계,강남구,소계,550209,39.5,13929,544055,39.5,13773,537800,39.5,13616,534103,39.5,13522,550282,39.5,13932
합계,강남구,신사동,17546,1.89,9284,16914,1.89,8949,16213,1.89,8578,15876,1.89,8400,15681,1.89,8297
합계,강남구,개포3동,-,-,-,-,-,-,-,-,-,17382,1.24,14018,16894,1.24,13624
합계,강남구,논현1동,23792,1.25,19034,23734,1.25,18987,22702,1.25,18162,22080,1.25,17664,21759,1.25,17407
합계,강남구,논현2동,21904,1.47,14901,21997,1.47,14964,21331,1.47,14511,20814,1.47,14159,20774,1.47,14132
합계,강남구,삼성1동,14920,1.94,7691,13600,1.94,7010,13136,1.94,6771,12739,1.94,6566,12384,1.94,6384
합계,강남구,삼성2동,30674,1.24,24737,30368,1.24,24490,30692,1.24,24752,31062,1.24,25050,30888,1.24,24910
합계,강남구,대치1동,25302,0.79,32028,24922,0.79,31547,24199,0.79,30632,23846,0.79,30185,23934,0.79,30296
합계,강남구,대치4동,20822,0.73,28523,20744,0.73,28416,20079,0.73,27505,19491,0.73,26700,18929,0.73,25930
합계,강남구,역삼1동,37002,2.35,15746,36771,2.35,15647,36590,2.35,15570,35556,2.35,15130,35326,2.35,15032
합계,강남구,역삼2동,37336,1.15,32466,37291,1.15,32427,36378,1.15,31633,37269,1.15,32408,36748,1.15,31955
합계,강남구,도곡1동,22626,1.02,22182,22227,1.02,21791,21539,1.02,21117,21274,1.02,20857,20701,1.02,20295
합계,강남구,도곡2동,34437,1.02,33762,34042,1.02,33375,33261,1.02,32609,32846,1.02,32202,32738,1.02,32096
합계,강남구,개포1동,6920,1.27,5449,6670,1.27,5252,6489,1.27,5109,6922,1.27,5450,11907,1.27,9376
합계,강남구,개포4동,18405,1.49,12352,22765,1.49,15279,23870,1.49,16020,23639,1.49,15865,23384,1.49,15694
합계,강남구,일원본동,24399,2.58,9457,23945,2.58,9281,23291,2.58,9028,23015,2.58,8921,22832,2.58,8850
합계,강남구,일원1동,16438,0.92,17867,15827,0.92,17203,15214,0.92,16537,14987,0.92,16290,14711,0.92,15990
합계,강남구,일원2동,18160,1.24,14645,17709,1.24,14281,17585,1.24,14181,-,-,-,-,-,-
합계,강남구,수서동,15934,1.43,11143,15299,1.43,10699,14870,1.43,10399,14402,1.43,10071,14090,1.43,9853
합계,강남구,세곡동,45064,6.36,7086,44475,6.36,6993,43396,6.36,6823,43382,6.36,6821,45724,6.36,7189
합계,강남구,압구정동,27712,2.53,10953,27440,2.53,10846,26446,2.53,10453,25902,2.53,10238,25755,2.53,10180
합계,강남구,청담동,30120,2.33,12927,27266,2.33,11702,25911,2.33,11121,25489,2.33,10939,24902,2.33,10688
합계,강남구,대치2동,38647,2,19324,37752,2,18876,36663,2,18332,37098,2,18549,38417,2,19209
합계,강남구,개포2동,22049,2.51,8784,22297,2.51,8883,27945,2.51,11133,29032,2.51,11567,41804,2.51,16655
합계,송파구,소계,682741,33.87,20156,673926,33.87,19896,663965,33.88,19599,664514,33.88,19616,660025,33.88,19483
합계,송파구,풍납1동,15518,0.77,20153,14585,0.77,18942,13451,0.77,17469,12910,0.77,16766,12286,0.77,15956
합계,송파구,풍납2동,25288,1.59,15904,25703,1.59,16165,24953,1.59,15694,24426,1.59,15362,23918,1.59,15043
합계,송파구,거여1동,13221,0.51,25924,13077,0.51,25641,12614,0.51,24733,12255,0.51,24029,12100,0.51,23725
합계,송파구,거여2동,16921,0.53,31926,19330,0.53,36472,18806,0.53,35483,23745,0.53,44802,23653,0.53,44628
합계,송파구,마천1동,20764,0.58,35800,19909,0.58,34326,19071,0.58,32881,18618,0.58,32100,18137,0.58,31271
합계,송파구,마천2동,20242,0.89,22744,19719,0.89,22156,18866,0.89,21198,18150,0.89,20393,17743,0.89,19936
합계,송파구,방이1동,16524,0.5,33048,16298,0.5,32596,15766,0.5,31532,15460,0.5,30920,15231,0.5,30462
합계,송파구,방이2동,26044,0.8,32555,26675,0.8,33344,27015,0.8,33769,26354,0.8,32943,26833,0.8,33541
합계,송파구,오륜동,18864,3.17,5951,18495,3.17,5834,18079,3.17,5703,17804,3.17,5616,17818,3.17,5621
합계,송파구,오금동,41067,1.65,24889,39668,1.65,24041,38654,1.65,23427,38037,1.65,23053,37669,1.65,22830
합계,송파구,송파1동,26026,0.79,32944,25190,0.79,31886,24176,0.79,30603,24008,0.79,30390,23654,0.79,29942
합계,송파구,송파2동,20862,0.53,39362,20800,0.53,39245,19283,0.53,36383,18947,0.53,35749,18674,0.53,35234
합계,송파구,석촌동,34309,0.95,36115,33166,0.95,34912,32169,0.95,33862,31602,0.95,33265,31333,0.95,32982
합계,송파구,삼전동,32613,0.95,34329,31839,0.95,33515,30695,0.95,32311,29912,0.95,31486,29451,0.95,31001
합계,송파구,가락본동,27876,1.13,24669,27368,1.13,24219,26523,1.13,23472,25883,1.13,22905,25489,1.13,22557
합계,송파구,가락1동,27716,1.34,20684,27876,1.34,20803,27365,1.34,20422,27521,1.34,20538,27673,1.34,20651
합계,송파구,가락2동,33920,0.96,35333,33204,0.96,34588,32406,0.96,33756,31670,0.96,32990,31386,0.96,32694
합계,송파구,문정1동,21301,0.56,38038,20868,0.56,37264,20198,0.56,36068,19916,0.56,35564,19673,0.56,35130
