"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"202112","6호선","응암","376425","97795","371677","97665","20220103"
"202112","6호선","고려대(종암)","179387","28835","170423","28952","20220103"
"202112","6호선","청구","82366","17106","84211","19911","20220103"
"202112","6호선","보문","170742","26092","155933","24645","20220103"
"202112","6호선","신내","7","1","0","0","20220103"
"202112","6호선","녹사평(용산구청)","119476","15367","122904","14685","20220103"
"202112","7호선","신대방삼거리","365650","77090","344015","79100","20220103"
"202112","7호선","이수","359105","66260","348365","63480","20220103"
"202112","7호선","면목","349653","83426","337756","86316","20220103"
"202112","7호선","도봉산","206651","40213","232000","56282","20220103"
"202112","7호선","건대입구","299730","47300","316262","41976","20220103"
"202112","7호선","중곡","240269","53415","221498","54647","20220103"
"202112","7호선","학동","566535","53809","607281","50560","20220103"
"202112","7호선","하계","386604","87276","360468","84604","20220103"
"202112","7호선","사가정","352365","85407","350194","85930","20220103"
"202112","7호선","노원","434194","103597","455663","103646","20220103"
"202112","7호선","광명사거리","481698","129457","469748","133130","20220103"
"202112","7호선","논현","477352","44905","526388","44754","20220103"
"202112","7호선","수락산","262886","79539","253942","80159","20220103"
"202112","7호선","상봉(시외버스터미널)","403172","61581","377646","59754","20220103"
"202112","7호선","남성","238957","58547","219336","58644","20220103"
"202112","7호선","부천종합운동장","115966","18001","100166","17771","20220103"
"202112","7호선","장암","52636","7758","20199","5277","20220103"
"202112","7호선","온수(성공회대입구)","240426","34615","222417","33124","20220103"
"202112","7호선","신중동","337987","46736","338848","45541","20220103"
"202112","7호선","삼산체육관","122493","23375","110986","22031","20220103"
"202112","7호선","태릉입구","189740","38712","178404","36323","20220103"
"202112","7호선","중계","303292","74330","272540","71764","20220103"
"202112","7호선","먹골","221524","55010","214143","55990","20220103"
"202112","7호선","용마산(용마폭포공원)","133694","30663","126451","32949","20220103"
"202112","7호선","천왕","255814","47698","240602","47075","20220103"
"202112","7호선","철산","483921","85752","499672","85337","20220103"
"202112","7호선","고속터미널","375860","60132","310457","52698","20220103"
"202112","7호선","신풍","250754","59283","236029","60412","20220103"
"202112","7호선","가산디지털단지","1063645","80985","1051417","76341","20220103"
"202112","7호선","남구로","363267","52625","383043","52709","20220103"
"202112","7호선","상도","231349","50587","222335","49026","20220103"
"202112","7호선","강남구청","386872","44024","428129","44547","20220103"
"202112","7호선","굴포천","218908","32782","229702","33248","20220103"
"202112","7호선","중화","238171","55825","231824","56451","20220103"
"202112","7호선","상동","320060","44081","334615","44142","20220103"
"202112","7호선","부천시청","305597","49611","306461","47365","20220103"
"202112","7호선","부평구청","175486","23303","156920","21570","20220103"
"202112","7호선","대림(구로구청)","193886","30968","196499","30258","20220103"
"202112","7호선","장승배기","194964","57612","189574","58061","20220103"
"202112","7호선","내방","315837","59107","324784","57711","20220103"
"202112","7호선","마들","271286","72547","254683","72409","20220103"
"202112","7호선","뚝섬유원지","163369","34353","157787","34597","20220103"
"202112","7호선","춘의","232320","30120","227437","29709","20220103"
"202112","7호선","숭실대입구(살피재)","280642","51190","280828","53507","20220103"
"202112","7호선","어린이대공원(세종대)","294458","33418","290527","33520","20220103"
"202112","7호선","보라매","223427","38059","221070","36648","20220103"
"202112","7호선","공릉(서울과학기술대)","263562","61501","260113","61593","20220103"
"202112","7호선","까치울","180875","25757","173393","25841","20220103"
"202112","7호선","반포","128991","27833","124218","26398","20220103"
"202112","7호선","청담","435624","64497","499209","62025","20220103"
"202112","7호선","군자(능동)","338826","63948","266562","56560","20220103"
"202112","8호선","신흥","87597","32328","95822","33863","20220103"
"202112","8호선","문정","500123","52730","525627","52124","20220103"
"202112","8호선","단대오거리","221593","61933","214574","60532","20220103"
"202112","8호선","천호(풍납토성)","346886","69491","413008","66359","20220103"
"202112","8호선","석촌","171305","42734","202785","44952","20220103"
"202112","8호선","몽촌토성(평화의문)","139347","27975","143094","27154","20220103"
"202112","8호선","모란","80916","45183","65310","34730","20220103"
"202112","8호선","가락시장","153976","50654","175532","51417","20220103"
"202112","8호선","복정","244721","38609","208316","35031","20220103"
"202112","8호선","산성","124044","27104","121303","30062","20220103"
"202112","8호선","잠실(송파구청)","358557","57818","433200","56316","20220103"
"202112","8호선","남한산성입구(성남법원.검찰청)","304256","67543","271495","65384","20220103"
"202112","8호선","송파","157581","45900","159069","46211","20220103"
"202112","8호선","남위례","33069","7473","37802","7645","20220103"
"202112","8호선","장지","403072","67372","390610","63755","20220103"
"202112","8호선","암사","415325","90954","359285","90076","20220103"
"202112","8호선","수진","108082","37614","95662","36998","20220103"
"202112","8호선","강동구청","223958","55412","233411","55631","20220103"
"202112","9호선","증미","155767","35582","153255","36454","20220103"
"202112","9호선","신방화","146705","38720","141351","38347","20220103"
"202112","9호선","신반포","70859","17159","69591","17145","20220103"
"202112","9호선","공항시장","60111","21372","64600","23338","20220103"
"202112","9호선","여의도","648069","40649","617940","37534","20220103"
"202112","9호선","흑석(중앙대입구)","163396","46128","171286","46569","20220103"
"202112","9호선","노들","93089","26661","77345","24480","20220103"
"202112","9호선","양천향교","215800","38140","218976","38308","20220103"
"202112","9호선","개화","54139","10149","38611","7933","20220103"
"202112","9호선","국회의사당","354814","47205","370501","41307","20220103"
"202112","9호선","등촌","239126","69564","232033","70128","20220103"
"202112","9호선","마곡나루(서울식물원)","283891","26418","281063","26004","20220103"
"202112","9호선","당산","428306","55001","429904","50818","20220103"
"202112","9호선","샛강","124619","21653","132566","21893","20220103"
"202112","9호선","신목동","87362","17958","76506","16794","20220103"
"202112","9호선","선유도","196967","26100","188779","25184","20220103"
"202112","9호선","가양","434546","110006","420178","106874","20220103"
"202112","9호선","구반포","30478","12848","32316","12667","20220103"
"202112","9호선","염창","398911","60618","383939","59680","20220103"
"202112","9호선","동작(현충원)","39528","9772","31085","8388","20220103"
"202112","9호선","고속터미널","297182","47563","399977","53626","20220103"
"202112","9호선","노량진","638126","70951","614948","71282","20220103"
"202112","9호선","사평","75482","17366","73666","17641","20220103"
"202112","9호선","김포공항","206425","15774","331704","19808","20220103"
"202112","9호선","신논현","815578","54044","816171","49885","20220103"
"202112","9호선2~3단계","석촌고분","136880","28289","134931","28640","20220103"
"202112","9호선2~3단계","언주","255778","25433","260881","25087","20220103"
"202112","9호선2~3단계","삼전","155870","30887","150788","30062","20220103"
"202112","9호선2~3단계","송파나루","119079","21811","127711","22652","20220103"
"202112","9호선2~3단계","올림픽공원(한국체대)","173628","24037","169556","23451","20220103"
"202112","9호선2~3단계","한성백제","55169","13524","50072","12203","20220103"
"202112","9호선2~3단계","선정릉","223428","21101","246875","21588","20220103"
"202112","9호선2~3단계","봉은사","419619","38448","436224","36782","20220103"
"202112","9호선2~3단계","중앙보훈병원","197071","66674","167678","65619","20220103"
"202112","9호선2~3단계","둔촌오륜","25647","4961","23413","5252","20220103"
"202112","9호선2~3단계","종합운동장","96243","14633","94625","13309","20220103"
"202112","9호선2~3단계","삼성중앙","151244","19844","160460","19733","20220103"
"202112","9호선2~3단계","석촌","198942","28978","175108","25011","20220103"
"202112","경강선","세종대왕릉","5887","2618","5812","2553","20220103"
"202112","경강선","곤지암","51486","10741","50045","10766","20220103"
"202112","경강선","이매","25032","5352","20287","4937","20220103"
"202112","경강선","이천","64447","10761","67071","11270","20220103"
"202112","경강선","여주","48639","12017","49487","11743","20220103"
"202112","경강선","초월","72145","12194","68523","12000","20220103"
"202112","경강선","삼동","52245","10402","47493","10335","20220103"
"202112","경강선","경기광주","178018","25884","167415","26210","20220103"
"202112","경강선","부발","52830","7020","48651","6664","20220103"
"202112","경강선","신둔도예촌","33054","6016","30775","5956","20220103"
"202112","경강선","판교","115355","11701","115182","10634","20220103"
"202112","경부선","신길","202406","37138","168902","34608","20220103"
"202112","경부선","구로","419890","82902","433592","80005","20220103"
"202112","경부선","신도림","86876","21334","83966","24030","20220103"
"202112","경부선","영등포","920681","193008","950719","191977","20220103"
"202112","경부선","금천구청","251825","66450","247607","68043","20220103"
"202112","경부선","성환","86075","15834","85127","15915","20220103"
"202112","경부선","두정","131870","18176","132480","18364","20220103"
"202112","경부선","노량진","200555","29892","204590","27884","20220103"
"202112","경부선","성균관대","339363","41779","334179","41869","20220103"
"202112","경부선","직산","17803","3768","17217","3583","20220103"
"202112","경부선","군포","170535","30255","167995","30211","20220103"
"202112","경부선","세마","63377","12750","59284","11910","20220103"
"202112","경부선","의왕","204467","36752","203678","36594","20220103"
"202112","경부선","수원","898472","113682","952563","116547","20220103"
"202112","경부선","석수","219371","40783","193315","38810","20220103"
"202112","경부선","독산","416179","57134","431286","58299","20220103"
"202112","경부선","금정","609979","98226","622262","99100","20220103"
"202112","경부선","서정리","173956","25968","161335","25360","20220103"
"202112","경부선","남영","211254","30349","220955","31251","20220103"
"202112","경부선","송탄","109661","17834","105742","17068","20220103"
"202112","경부선","안양","525601","94802","518927","98771","20220103"
"202112","경부선","천안","112529","38439","116487","38964","20220103"
"202112","경부선","가산디지털단지","415656","30578","491304","34454","20220103"
"202112","경부선","오산","240677","37898","236886","38706","20220103"
"202112","경부선","평택지제","88319","9654","83559","9178","20220103"
"202112","경부선","오산대","80980","13127","74199","12559","20220103"
"202112","경부선","당정","136740","25776","130199","24735","20220103"
"202112","경부선","화서","174040","34882","167810","34273","20220103"
"202112","경부선","명학","198988","35794","195758","35004","20220103"
"202112","경부선","평택","295623","52663","293097","51452","20220103"
"202112","경부선","대방","279324","57845","289331","57567","20220103"
"202112","경부선","용산","907868","101261","924148","99436","20220103"
"202112","경부선","관악","154289","43372","141605","41340","20220103"
"202112","경부선","서울역","177398","9415","58435","2303","20220103"
"202112","경부선","광명","86274","7890","74347","7387","20220103"
"202112","경부선","진위","37518","6640","32270","6235","20220103"
"202112","경부선","병점","345184","52267","346022","51785","20220103"
"202112","경부선","세류","70548","12787","64890","12369","20220103"
"202112","경부선","서동탄","31822","6230","28376","5866","20220103"
"202112","경원선","외대앞","166573","36961","162638","38186","20220103"
"202112","경원선","한남","83396","24953","80581","23607","20220103"
"202112","경원선","소요산","27560","43711","21036","39288","20220103"
"202112","경원선","서빙고","40816","13431","39264","12360","20220103"
"202112","경원선","이촌(국립중앙박물관)","75378","22554","56722","19202","20220103"
"202112","경원선","방학","169391","90307","164429","89545","20220103"
"202112","경원선","덕정","126626","28078","122029","27859","20220103"
"202112","경원선","망월사","145476","58005","147952","60011","20220103"
"202112","경원선","창동","7","1","0","0","20220103"
"202112","경원선","석계","166023","51839","189617","56293","20220103"
"202112","경원선","광운대","170183","43086","164750","43063","20220103"
"202112","경원선","동두천중앙","55350","30204","53602","29886","20220103"
"202112","경원선","녹천","91404","31971","75730","28686","20220103"
"202112","경원선","양주","164004","44763","153200","43531","20220103"
"202112","경원선","동두천","37503","19707","40944","22844","20220103"
"202112","경원선","녹양","92246","30922","86939","29351","20220103"
"202112","경원선","덕계","64156","18458","56195","17738","20220103"
"202112","경원선","가능","131258","48087","124709","48055","20220103"
"202112","경원선","옥수","1377","122","897","83","20220103"
"202112","경원선","청량리(서울시립대입구)","320615","118023","327031","124522","20220103"
"202112","경원선","응봉","35325","13980","29287","12675","20220103"
"202112","경원선","도봉산","121138","89056","67093","71093","20220103"
"202112","경원선","의정부","430727","93275","444755","94717","20220103"
"202112","경원선","왕십리(성동구청)","342315","52876","384347","56823","20220103"
"202112","경원선","신이문","168016","58660","152614","57687","20220103"
"202112","경원선","회룡","213348","119089","210460","118172","20220103"
"202112","경원선","월계","129701","52694","121120","50138","20220103"
"202112","경원선","지행","142641","38494","141682","38514","20220103"
"202112","경원선","보산","34709","11541","31767","10913","20220103"
"202112","경원선","도봉","100860","60082","95686","60275","20220103"
"202112","경의선","화전","42197","7601","37887","7324","20220103"
"202112","경의선","신촌","17896","3072","22253","3416","20220103"
"202112","경의선","운정","155102","32936","146552","32700","20220103"
"202112","경의선","임진강","355","181","286","210","20220103"
"202112","경의선","서강대","47859","10046","47220","9202","20220103"
"202112","경의선","강매","68509","15259","58848","14406","20220103"
"202112","경의선","일산","199440","50042","196419","50183","20220103"
"202112","경의선","디지털미디어시티","57526","9354","53124","9331","20220103"
"202112","경의선","행신","182766","27539","183045","28209","20220103"
"202112","경의선","금촌","138724","38143","137643","38913","20220103"
"202112","경의선","곡산","11095","4021","11696","4073","20220103"
"202112","경의선","공덕","84566","11866","72492","11562","20220103"
"202112","경의선","파주","30011","6095","19704","4932","20220103"
"202112","경의선","월롱","60931","7317","55782","8037","20220103"
"202112","경의선","탄현","175848","31460","166756","31074","20220103"
"202112","경의선","계양","8","0","0","0","20220103"
"202112","경의선","홍대입구","45197","4300","54155","4788","20220103"
"202112","경의선","검암","2","0","0","0","20220103"
"202112","경의선","문산","105265","34131","104383","34095","20220103"
"202112","경의선","서울역","90878","12674","113848","15563","20220103"
"202112","경의선","금릉","109420","22284","105528","21871","20220103"
"202112","경의선","야당","169668","28910","166601","27602","20220103"
"202112","경의선","풍산","122604","28957","113657","28468","20220103"
"202112","경의선","수색","57020","12751","59261","12736","20220103"
"202112","경의선","가좌","105610","35685","99462","36098","20220103"
"202112","경의선","능곡","77582","24457","70862","23813","20220103"
"202112","경의선","백마","153203","28005","146202","27941","20220103"
"202112","경의선","효창공원앞","64683","12414","74871","13577","20220103"
"202112","경인선","인천","67506","26381","47799","23974","20220103"
"202112","경인선","개봉","446035","127990","439600","133819","20220103"
"202112","경인선","소사","184114","53425","163560","47881","20220103"
"202112","경인선","동암","324983","78775","329080","80139","20220103"
"202112","경인선","오류동","248589","76032","228270","75085","20220103"
"202112","경인선","간석","121431","37052","115053","36096","20220103"
"202112","경인선","중동","191437","58711","178173","58069","20220103"
"202112","경인선","부개","177839","52653","164493","51746","20220103"
"202112","경인선","도원","55450","23756","54565","25200","20220103"
"202112","경인선","동인천","280599","96390","266512","93585","20220103"
"202112","경인선","도화","79887","33675","73397","32468","20220103"
"202112","경인선","온수(성공회대입구)","139450","40744","131469","39661","20220103"
"202112","경인선","부천","723018","173554","727835","175532","20220103"
"202112","경인선","부평","708218","117220","766701","119498","20220103"
"202112","경인선","백운","140577","46912","137138","47732","20220103"
"202112","경인선","주안","444243","73103","398761","65491","20220103"
"202112","경인선","역곡","598547","129008","585409","132098","20220103"
"202112","경인선","송내","603943","101255","601788","100343","20220103"
"202112","경인선","제물포","232961","53884","220338","52824","20220103"
"202112","경인선","구일","146435","35432","147750","35232","20220103"
"202112","경춘선","별내","71193","19542","66830","18582","20220103"
"202112","경춘선","강촌","8293","3442","8203","3483","20220103"
"202112","경춘선","굴봉산","2044","1488","2343","1585","20220103"
"202112","경춘선","평내호평","126178","37409","123454","35834","20220103"
"202112","경춘선","신내","40274","14013","38004","13292","20220103"
"202112","경춘선","김유정","6393","2689","6639","2641","20220103"
"202112","경춘선","춘천","27178","10764","24866","9359","20220103"
"202112","경춘선","백양리","5303","936","4907","912","20220103"
