"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20241027","경춘선","백양리","161","140","20241030"
"20241027","경인선","백운","5439","5234","20241030"
"20241027","6호선","버티고개","1308","1359","20241030"
"20241027","과천선","범계","18021","17677","20241030"
"20241027","경춘선","별내","2155","1767","20241030"
"20241027","경부선","병점","12002","13001","20241030"
"20241027","7호선","보라매","3880","4148","20241030"
"20241027","신림선","보라매","2444","2154","20241030"
"20241027","신림선","보라매공원","1312","1423","20241030"
"20241027","신림선","보라매병원","2700","2782","20241030"
"20241027","우이신설선","보문","1150","1190","20241030"
"20241027","6호선","보문","4849","4737","20241030"
"20241027","경원선","보산","2201","2444","20241030"
"20241027","분당선","보정","1272","1216","20241030"
"20241027","분당선","복정","6","0","20241030"
"20241027","8호선","복정","6430","5788","20241030"
"20241027","장항선","봉명","686","745","20241030"
"20241027","9호선2~3단계","봉은사","11619","11967","20241030"
"20241027","2호선","봉천","14874","13989","20241030"
"20241027","6호선","봉화산(서울의료원)","4934","4964","20241030"
"20241027","경인선","부개","6233","5669","20241030"
"20241027","경강선","부발","1972","2550","20241030"
"20241027","경인선","부천","25635","25025","20241030"
"20241027","서해선","부천종합운동장","1595","1317","20241030"
"20241027","경인선","부평","24236","24062","20241030"
"20241027","우이신설선","북한산보국문","4444","4159","20241030"
"20241027","우이신설선","북한산우이","4699","4470","20241030"
"20241027","3호선","불광","11951","13832","20241030"
"20241027","6호선","불광","3668","3449","20241030"
"20241027","7호선","사가정","10332","10358","20241030"
"20241027","2호선","사당","30503","32294","20241030"
"20241027","4호선","사당","20520","19438","20241030"
"20241027","경춘선","사릉","1587","1585","20241030"
"20241027","수인선","사리","3302","2769","20241030"
"20241027","9호선","사평","1906","2097","20241030"
"20241027","안산선","산본","10794","11236","20241030"
"20241027","8호선","산성","3928","4270","20241030"
"20241027","4호선","삼각지","5107","6765","20241030"
"20241027","6호선","삼각지","6639","5272","20241030"
"20241027","경강선","삼동","1442","1368","20241030"
"20241027","2호선","삼성(무역센터)","27412","25853","20241030"
"20241027","9호선2~3단계","삼성중앙","2363","2333","20241030"
"20241027","일산선","삼송","12596","12519","20241030"
"20241027","우이신설선","삼양","1506","1471","20241030"
"20241027","우이신설선","삼양사거리","1904","1919","20241030"
"20241027","9호선2~3단계","삼전","4603","4546","20241030"
"20241027","분당선","상갈","3302","3608","20241030"
"20241027","4호선","상계","12980","12087","20241030"
"20241027","7호선","상도","6649","7021","20241030"
"20241027","안산선","상록수","10912","10858","20241030"
"20241027","7호선","상봉","11146","10366","20241030"
"20241027","중앙선","상봉","4850","4772","20241030"
"20241027","6호선","상수","8860","8934","20241030"
"20241027","2호선","상왕십리","8284","8546","20241030"
"20241027","6호선","상월곡(한국과학기술연구원)","4118","3717","20241030"
"20241027","5호선","상일동","7765","7691","20241030"
"20241027","경춘선","상천","629","545","20241030"
"20241027","6호선","새절(신사)","7391","7479","20241030"
"20241027","9호선","샛강","2714","2267","20241030"
"20241027","신림선","샛강","1211","1448","20241030"
"20241027","경의선","서강대","1542","1560","20241030"
"20241027","5호선","서대문","9717","7658","20241030"
"20241027","경부선","서동탄","1171","1032","20241030"
"20241027","경원선","서빙고","2645","3030","20241030"
"20241027","신림선","서울대벤처타운","6680","6315","20241030"
"20241027","2호선","서울대입구(관악구청)","28814","29473","20241030"
"20241027","분당선","서울숲","9664","10166","20241030"
"20241027","1호선","서울역","65342","62299","20241030"
"20241027","4호선","서울역","12258","29505","20241030"
"20241027","경의선","서울역","2839","2930","20241030"
"20241027","경부선","서울역","12662","3645","20241030"
"20241027","공항철도 1호선","서울역","18724","17627","20241030"
"20241027","신림선","서울지방병무청","1845","2095","20241030"
"20241027","신림선","서원","2239","2108","20241030"
"20241027","경부선","서정리","6614","8360","20241030"
"20241027","2호선","서초","15964","14418","20241030"
"20241027","분당선","서현","15450","15257","20241030"
"20241027","경원선","석계","5866","6517","20241030"
"20241027","6호선","석계","7817","7950","20241030"
"20241027","경부선","석수","6238","5762","20241030"
"20241027","9호선2~3단계","석촌","6623","5778","20241030"
"20241027","8호선","석촌","5609","6758","20241030"
"20241027","9호선2~3단계","석촌고분","4249","4038","20241030"
"20241027","2호선","선릉","17724","15202","20241030"
"20241027","분당선","선릉","3570","5517","20241030"
"20241027","과천선","선바위","4920","4298","20241030"
"20241027","9호선","선유도","4277","4385","20241030"
"20241027","9호선2~3단계","선정릉","4163","4670","20241030"
"20241027","분당선","선정릉","2594","2536","20241030"
"20241027","경부선","성균관대","10148","10818","20241030"
"20241027","경강선","성남","784","650","20241030"
"20241027","2호선","성수","31430","34765","20241030"
"20241027","우이신설선","성신여대입구(돈암)","2531","3004","20241030"
"20241027","4호선","성신여대입구(돈암)","15688","15421","20241030"
"20241027","경부선","성환","3577","4369","20241030"
"20241027","경부선","세류","2926","2790","20241030"
"20241027","경부선","세마","2380","2280","20241030"
"20241027","경강선","세종대왕릉","428","442","20241030"
"20241027","수인선","소래포구","5464","5345","20241030"
"20241027","경인선","소사","6369","6058","20241030"
"20241027","경원선","소요산","5396","5370","20241030"
"20241027","우이신설선","솔밭공원","1882","1747","20241030"
"20241027","우이신설선","솔샘","3473","3237","20241030"
"20241027","경인선","송내","16837","16366","20241030"
"20241027","수인선","송도","1767","1735","20241030"
"20241027","5호선","송정","4319","4316","20241030"
"20241027","경부선","송탄","4293","4559","20241030"
"20241027","8호선","송파","5142","5303","20241030"
"20241027","9호선2~3단계","송파나루","3477","3818","20241030"
"20241027","분당선","수내","6433","6462","20241030"
"20241027","7호선","수락산","9059","8767","20241030"
"20241027","안산선","수리산","2672","2455","20241030"
"20241027","경의선","수색","1555","1616","20241030"
"20241027","분당선","수서","12347","12276","20241030"
"20241027","3호선","수서","13919","14117","20241030"
"20241027","분당선","수원","6636","6071","20241030"
"20241027","경부선","수원","43397","41418","20241030"
"20241027","분당선","수원시청","9553","9409","20241030"
"20241027","4호선","수유(강북구청)","23821","23138","20241030"
"20241027","8호선","수진","3944","3713","20241030"
"20241027","4호선","숙대입구(갈월)","11284","10929","20241030"
"20241027","7호선","숭실대입구(살피재)","7211","7879","20241030"
"20241027","수인선","숭의","2712","2433","20241030"
"20241027","2호선","시청","24464","24955","20241030"
"20241027","1호선","시청","31289","36982","20241030"
"20241027","분당선","신갈","2349","2420","20241030"
"20241027","5호선","신금호","3658","4082","20241030"
"20241027","5호선","신길","3237","3252","20241030"
"20241027","경부선","신길","6600","5837","20241030"
"20241027","안산선","신길온천","1913","1634","20241030"
"20241027","6호선","신내","1","0","20241030"
"20241027","경춘선","신내","1736","1614","20241030"
"20241027","9호선","신논현","18785","18810","20241030"
"20241027","2호선","신답","942","961","20241030"
"20241027","2호선","신당","10404","10952","20241030"
"20241027","6호선","신당","5404","6081","20241030"
"20241027","2호선","신대방","17969","17387","20241030"
"20241027","7호선","신대방삼거리","8457","8394","20241030"
"20241027","경부선","신도림","3469","3929","20241030"
"20241027","2호선","신도림","37945","38495","20241030"
"20241027","경강선","신둔도예촌","1214","1236","20241030"
"20241027","2호선","신림","38384","37711","20241030"
"20241027","신림선","신림","1551","1760","20241030"
"20241027","9호선","신목동","2431","2165","20241030"
"20241027","9호선","신반포","2962","3195","20241030"
"20241027","9호선","신방화","4408","4471","20241030"
"20241027","3호선","신사","14585","14447","20241030"
"20241027","2호선","신설동","3946","3722","20241030"
"20241027","우이신설선","신설동","1579","1566","20241030"
"20241027","1호선","신설동","10121","10064","20241030"
"20241027","4호선","신용산","14687","15884","20241030"
"20241027","중앙선","신원","305","185","20241030"
"20241027","경원선","신이문","5755","5569","20241030"
"20241027","5호선","신정(은행정)","7654","7012","20241030"
"20241027","2호선","신정네거리","7458","7586","20241030"
"20241027","장항선","신창(순천향대)","1336","2642","20241030"
"20241027","2호선","신촌","28236","28278","20241030"
"20241027","경의선","신촌","365","375","20241030"
"20241027","수인선","신포","1333","1258","20241030"
"20241027","7호선","신풍","6986","6518","20241030"
"20241027","8호선","신흥","3262","3454","20241030"
"20241027","4호선","쌍문","19411","17812","20241030"
"20241027","장항선","쌍용(나사렛대)","1811","1956","20241030"
"20241027","장항선","아산","4863","3458","20241030"
"20241027","중앙선","아신","548","486","20241030"
"20241027","5호선","아차산(어린이대공원후문)","13031","12944","20241030"
"20241027","2호선","아현","7171","6716","20241030"
"20241027","3호선","안국","26428","25918","20241030"
"20241027","안산선","안산","12110","10961","20241030"
"20241027","6호선","안암(고대병원앞)","5807","6649","20241030"
"20241027","경부선","안양","15588","15462","20241030"
"20241027","8호선","암사","9561","9335","20241030"
"20241027","8호선","암사역사공원","3366","3201","20241030"
"20241027","3호선","압구정","17327","17952","20241030"
"20241027","분당선","압구정로데오","11871","12815","20241030"
"20241027","5호선","애오개","3445","3394","20241030"
"20241027","경의선","야당","7187","6914","20241030"
"20241027","수인선","야목","232","209","20241030"
"20241027","분당선","야탑","15832","16328","20241030"
"20241027","6호선","약수","2224","2227","20241030"
"20241027","3호선","약수","8479","8315","20241030"
"20241027","중앙선","양수","2256","1976","20241030"
"20241027","중앙선","양원","1862","1836","20241030"
"20241027","3호선","양재(서초구청)","17487","19220","20241030"
"20241027","중앙선","양정","579","480","20241030"
"20241027","경원선","양주","6788","6593","20241030"
"20241027","2호선","양천구청","4334","4206","20241030"
"20241027","9호선","양천향교","4813","5065","20241030"
"20241027","중앙선","양평","3255","2889","20241030"
"20241027","5호선","양평","3220","3162","20241030"
"20241027","7호선","어린이대공원(세종대)","9798","10230","20241030"
"20241027","수인선","어천","1168","1274","20241030"
"20241027","9호선2~3단계","언주","4973","4855","20241030"
"20241027","5호선","여의나루","14724","15027","20241030"
"20241027","5호선","여의도","15088","16861","20241030"
"20241027","9호선","여의도","17264","15417","20241030"
"20241027","경강선","여주","3476","3241","20241030"
"20241027","경인선","역곡","16822","17171","20241030"
"20241027","2호선","역삼","13272","14346","20241030"
"20241027","6호선","역촌","2366","2656","20241030"
"20241027","수인선","연수","3952","3806","20241030"
"20241027","3호선","연신내","23640","22784","20241030"
"20241027","6호선","연신내","4","0","20241030"
"20241027","경원선","연천","1754","1869","20241030"
"20241027","9호선","염창","10669","10436","20241030"
"20241027","경부선","영등포","39047","37697","20241030"
"20241027","2호선","영등포구청","10364","10738","20241030"
"20241027","5호선","영등포구청","2118","2006","20241030"
"20241027","5호선","영등포시장","7608","7657","20241030"
"20241027","공항철도 1호선","영종","3798","3704","20241030"
"20241027","분당선","영통","5722","5911","20241030"
"20241027","5호선","오금","1943","1886","20241030"
"20241027","3호선","오금","3599","3586","20241030"
"20241027","경인선","오류동","9380","8397","20241030"
"20241027","분당선","오리","6166","5599","20241030"
"20241027","5호선","오목교(목동운동장앞)","13271","13279","20241030"
"20241027","수인선","오목천","2650","2497","20241030"
"20241027","중앙선","오빈","336","303","20241030"
"20241027","경부선","오산","9806","10231","20241030"
"20241027","경부선","오산대","3071","2950","20241030"
"20241027","안산선","오이도","6754","6407","20241030"
"20241027","3호선","옥수","6214","6429","20241030"
"20241027","경원선","옥수","52","28","20241030"
"20241027","7호선","온수(성공회대입구)","4480","4699","20241030"
"20241027","경인선","온수(성공회대입구)","5398","5439","20241030"
"20241027","장항선","온양온천","5194","5104","20241030"
"20241027","5호선","올림픽공원(한국체대)","5958","6322","20241030"
"20241027","9호선2~3단계","올림픽공원(한국체대)","16624","16297","20241030"
"20241027","2호선","왕십리(성동구청)","10261","9811","20241030"
"20241027","경원선","왕십리(성동구청)","11891","12706","20241030"
"20241027","5호선","왕십리(성동구청)","3057","3628","20241030"
"20241027","경원선","외대앞","6437","6474","20241030"
"20241027","2호선","용답","2070","2124","20241030"
"20241027","2호선","용두(동대문구청)","1666","1687","20241030"
"20241027","7호선","용마산(용마폭포공원)","3631","4031","20241030"
"20241027","중앙선","용문","3181","2672","20241030"
"20241027","경부선","용산","48598","45294","20241030"
"20241027","5호선","우장산","8647","8997","20241030"
"20241027","중앙선","운길산","1525","1380","20241030"
"20241027","공항철도 1호선","운서","8594","9083","20241030"
"20241027","경의선","운정","5165","4945","20241030"
"20241027","경의선","운천","2","4","20241030"
"20241027","일산선","원당","7752","7396","20241030"
"20241027","중앙선","원덕","479","380","20241030"
"20241027","수인선","원인재","3159","3274","20241030"
"20241027","서해선","원종","3521","3462","20241030"
"20241027","일산선","원흥","7144","6918","20241030"
"20241027","경원선","월계","4355","4020","20241030"
"20241027","6호선","월곡(동덕여대)","6509","6438","20241030"
"20241027","수인선","월곶","2225","1955","20241030"
"20241027","6호선","월드컵경기장(성산)","10235","11420","20241030"
"20241027","경의선","월롱","1026","1457","20241030"
"20241027","2호선","을지로3가","15985","13708","20241030"
"20241027","3호선","을지로3가","7790","6825","20241030"
"20241027","5호선","을지로4가","2975","2924","20241030"
"20241027","2호선","을지로4가","7258","6993","20241030"
"20241027","2호선","을지로입구","39845","33590","20241030"
"20241027","경원선","응봉","1241","1155","20241030"
"20241027","6호선","응암","10954","10969","20241030"
"20241027","경부선","의왕","5241","5306","20241030"
"20241027","경원선","의정부","16494","16548","20241030"
"20241027","2호선","이대","10991","12217","20241030"
"20241027","경강선","이매","869","661","20241030"
"20241027","분당선","이매","3969","4173","20241030"
"20241027","7호선","이수","9833","9285","20241030"
"20241027","경강선","이천","2901","3233","20241030"
"20241027","경원선","이촌(국립중앙박물관)","3277","2406","20241030"
"20241027","4호선","이촌(국립중앙박물관)","7660","8194","20241030"
"20241027","6호선","이태원","13193","10825","20241030"
"20241027","과천선","인덕원","15244","15597","20241030"
"20241027","경인선","인천","5227","4231","20241030"
"20241027","수인선","인천","1319","2000","20241030"
"20241027","공항철도 1호선","인천공항1터미널","15021","15352","20241030"
"20241027","공항철도 1호선","인천공항2터미널","7474","6788","20241030"
"20241027","수인선","인천논현","3465","3551","20241030"
"20241027","수인선","인하대","3773","3926","20241030"
"20241027","경의선","일산","7077","6732","20241030"
"20241027","3호선","일원","4629","4809","20241030"
"20241027","경의선","임진강","67","76","20241030"
"20241027","7호선","자양(뚝섬한강공원)","8800","8160","20241030"
"20241027","8호선","잠실(송파구청)","14127","16639","20241030"
"20241027","2호선","잠실(송파구청)","64303","59368","20241030"
"20241027","2호선","잠실나루","6404","6574","20241030"
"20241027","2호선","잠실새내","13794","13812","20241030"
"20241027","3호선","잠원","2750","2814","20241030"
"20241027","7호선","장승배기","5211","5069","20241030"
"20241027","7호선","장암","1672","1198","20241030"
"20241027","8호선","장지","10308","9720","20241030"
"20241027","5호선","장한평","10651","10602","20241030"
"20241027","경원선","전곡","2436","2186","20241030"
"20241027","우이신설선","정릉","3458","2864","20241030"
"20241027","일산선","정발산","6402","6356","20241030"
"20241027","과천선","정부과천청사","5875","6063","20241030"
"20241027","안산선","정왕","7158","7489","20241030"
"20241027","분당선","정자","8490","8747","20241030"
"20241027","1호선","제기동","12337","12772","20241030"
"20241027","경인선","제물포","6614","6662","20241030"
"20241027","1호선","종각","29376","24395","20241030"
"20241027","3호선","종로3가","7544","8412","20241030"
"20241027","1호선","종로3가","21881","18335","20241030"
"20241027","5호선","종로3가","14749","14111","20241030"
"20241027","1호선","종로5가","14484","13487","20241030"
"20241027","9호선2~3단계","종합운동장","3369","3102","20241030"
"20241027","2호선","종합운동장","6895","7764","20241030"
"20241027","경인선","주안","13829","12531","20241030"
"20241027","일산선","주엽","6068","6254","20241030"
"20241027","분당선","죽전","8923","9532","20241030"
"20241027","7호선","중계","8679","8142","20241030"
"20241027","7호선","중곡","6691","6229","20241030"
"20241027","경인선","중동","6180","5787","20241030"
"20241027","중앙선","중랑","3998","3955","20241030"
"20241027","안산선","중앙","14544","14225","20241030"
"20241027","9호선2~3단계","중앙보훈병원","5103","4831","20241030"
"20241027","7호선","중화","6354","6164","20241030"
"20241027","9호선","증미","3309","3408","20241030"
"20241027","6호선","증산(명지대앞)","6152","6313","20241030"
"20241027","3호선","지축","4991","4789","20241030"
"20241027","일산선","지축","1","0","20241030"
"20241027","중앙선","지평","64","50","20241030"
"20241027","경원선","지행","5981","6127","20241030"
"20241027","경부선","직산","851","951","20241030"
"20241027","경부선","진위","1104","1114","20241030"
"20241027","4호선","창동","18976","19608","20241030"
"20241027","경원선","창동","1","0","20241030"
"20241027","6호선","창신","1920","1762","20241030"
"20241027","경춘선","천마산","1374","1347","20241030"
"20241027","경부선","천안","9188","9163","20241030"
"20241027","7호선","천왕","5930","5932","20241030"
"20241027","8호선","천호(풍납토성)","11603","12814","20241030"
"20241027","5호선","천호(풍납토성)","15066","14336","20241030"
"20241027","7호선","철산","12357","12257","20241030"
"20241027","6호선","청구","2292","2019","20241030"
"20241027","5호선","청구","2267","2134","20241030"
"20241027","7호선","청담","7280","7938","20241030"
"20241027","공항철도 1호선","청라국제도시","4886","4752","20241030"
"20241027","경원선","청량리(서울시립대입구)","18850","18220","20241030"
"20241027","1호선","청량리(서울시립대입구)","19134","18875","20241030"
"20241027","분당선","청명","2609","2694","20241030"
"20241027","경원선","청산","183","143","20241030"
"20241027","경춘선","청평","2720","2016","20241030"
"20241027","경강선","초월","2303","2231","20241030"
"20241027","안산선","초지","3342","3192","20241030"
"20241027","4호선","총신대입구(이수)","12888","14164","20241030"
"20241027","경춘선","춘천","4074","3197","20241030"
"20241027","4호선","충무로","15403","16277","20241030"
"20241027","3호선","충무로","7","0","20241030"
"20241027","5호선","충정로(경기대입구)","2287","1858","20241030"
"20241027","2호선","충정로(경기대입구)","6475","5760","20241030"
"20241027","경의선","탄현","5336","4938","20241030"
"20241027","장항선","탕정","1346","1496","20241030"
"20241027","7호선","태릉입구","5666","5343","20241030"
"20241027","6호선","태릉입구","4023","4399","20241030"
"20241027","분당선","태평","8879","8421","20241030"
"20241027","경춘선","퇴계원","2791","2605","20241030"
"20241027","경의선","파주","977","833","20241030"
"20241027","경강선","판교","3555","2982","20241030"
"20241027","중앙선","팔당","1408","1498","20241030"
"20241027","경춘선","평내호평","4617","4313","20241030"
"20241027","과천선","평촌","8084","7805","20241030"
"20241027","경부선","평택","14760","15422","20241030"
"20241027","경부선","평택지제","3702","3529","20241030"
"20241027","경의선","풍산","5042","4795","20241030"
"20241027","7호선","하계","11142","10703","20241030"
"20241027","5호선","하남검단산","5775","5613","20241030"
"20241027","5호선","하남시청(덕풍?신장)","5705","5522","20241030"
"20241027","5호선","하남풍산","3803","3810","20241030"
"20241027","7호선","학동","8277","8789","20241030"
"20241027","3호선","학여울","2383","2494","20241030"
"20241027","6호선","한강진","9810","11495","20241030"
"20241027","경의선","한국항공대","1161","1250","20241030"
"20241027","경원선","한남","1867","1871","20241030"
"20241027","안산선","한대앞","6911","6985","20241030"
"20241027","4호선","한성대입구(삼선교)","9817","10098","20241030"
"20241027","9호선2~3단계","한성백제","2367","1986","20241030"
"20241027","2호선","한양대","3528","4106","20241030"
"20241027","분당선","한티","11045","10602","20241030"
"20241027","6호선","합정","11848","10613","20241030"
"20241027","2호선","합정","26850","27727","20241030"
"20241027","5호선","행당","4895","4400","20241030"
"20241027","경의선","행신","5597","5577","20241030"
"20241027","4호선","혜화","29168","30524","20241030"
"20241027","수인선","호구포","2206","2374","20241030"
"20241027","공항철도 1호선","홍대입구","17248","14474","20241030"
"20241027","2호선","홍대입구","73447","75607","20241030"
"20241027","경의선","홍대입구","2400","2863","20241030"
"20241027","3호선","홍제","12487","11831","20241030"
"20241027","우이신설선","화계","2656","2558","20241030"
"20241027","5호선","화곡","16930","16207","20241030"
"20241027","6호선","화랑대(서울여대입구)","6532","5728","20241030"
"20241027","경부선","화서","10266","9690","20241030"
"20241027","일산선","화정","12327","12930","20241030"
"20241027","중앙선","회기","19206","19320","20241030"
"20241027","경원선","회룡","10087","9922","20241030"
"20241027","4호선","회현(남대문시장)","22566","19414","20241030"
"20241027","경의선","효창공원앞","1699","2107","20241030"
"20241027","6호선","효창공원앞","4407","3988","20241030"
"20241027","9호선","흑석(중앙대입구)","5037","5235","20241030"
"20241026","우이신설선","4.19민주묘지","3174","2582","20241029"
"20241026","경원선","가능","6232","5918","20241029"
"20241026","3호선","가락시장","7762","7482","20241029"
"20241026","8호선","가락시장","6983","7476","20241029"
"20241026","7호선","가산디지털단지","15557","14571","20241029"
"20241026","경부선","가산디지털단지","9123","10566","20241029"
"20241026","9호선","가양","17191","16848","20241029"
"20241026","우이신설선","가오리","3679","3344","20241029"
"20241026","경의선","가좌","5205","4961","20241029"
"20241026","분당선","가천대","7240","7084","20241029"
"20241026","경춘선","가평","4165","4702","20241029"
"20241026","경인선","간석","5270","5006","20241029"
"20241026","경춘선","갈매","2266","1969","20241029"
"20241026","2호선","강남","63363","63941","20241029"
"20241026","분당선","강남구청","6177","7571","20241029"
"20241026","7호선","강남구청","11746","13409","20241029"
"20241026","5호선","강동","15317","14839","20241029"
"20241026","8호선","강동구청","7630","7339","20241029"
"20241026","경의선","강매","2484","2315","20241029"
"20241026","2호선","강변(동서울터미널)","32738","31568","20241029"
"20241026","5호선","강일","5176","4460","20241029"
"20241026","경춘선","강촌","892","1062","20241029"
"20241026","5호선","개롱","5408","5574","20241029"
"20241026","경인선","개봉","19583","18770","20241029"
"20241026","분당선","개포동","3656","3428","20241029"
"20241026","9호선","개화","1844","1507","20241029"
"20241026","5호선","개화산","4728","4470","20241029"
"20241026","5호선","거여","7898","7368","20241029"
"20241026","2호선","건대입구","42186","43427","20241029"
"20241026","7호선","건대입구","13811","14629","20241029"
"20241026","공항철도 1호선","검암","5591","5804","20241029"
"20241026","경강선","경기광주","6763","6199","20241029"
"20241026","과천선","경마공원","12335","12287","20241029"
"20241026","3호선","경복궁(정부서울청사)","32186","36130","20241029"
"20241026","3호선","경찰병원","4703","4501","20241029"
"20241026","공항철도 1호선","계양","11344","10445","20241029"
"20241026","5호선","고덕","8739","8189","20241029"
"20241026","6호선","고려대(종암)","7615","7037","20241029"
"20241026","수인선","고색","3633","3727","20241029"
"20241026","7호선","고속터미널","20494","14947","20241029"
"20241026","9호선","고속터미널","19245","28798","20241029"
"20241026","3호선","고속터미널","64292","63380","20241029"
"20241026","안산선","고잔","8651","8685","20241029"
"20241026","경의선","곡산","569","579","20241029"
"20241026","경강선","곤지암","2638","2705","20241029"
"20241026","경의선","공덕","3934","2845","20241029"
"20241026","공항철도 1호선","공덕","2539","3522","20241029"
"20241026","5호선","공덕","9799","10024","20241029"
"20241026","6호선","공덕","13504","13102","20241029"
"20241026","7호선","공릉(서울과학기술대)","10735","10370","20241029"
"20241026","9호선","공항시장","2677","2678","20241029"
"20241026","공항철도 1호선","공항화물청사","1264","1642","20241029"
"20241026","과천선","과천","5998","5330","20241029"
"20241026","경부선","관악","6934","6703","20241029"
"20241026","신림선","관악산(서울대)","4192","4350","20241029"
"20241026","5호선","광나루(장신대)","12767","12493","20241029"
"20241026","경부선","광명","4225","3447","20241029"
"20241026","7호선","광명사거리","18042","17930","20241029"
"20241026","경원선","광운대","6958","6688","20241029"
"20241026","5호선","광화문(세종문화회관)","24811","25465","20241029"
"20241026","6호선","광흥창(서강)","6564","5834","20241029"
"20241026","3호선","교대(법원.검찰청)","12016","6047","20241029"
"20241026","2호선","교대(법원.검찰청)","18854","23815","20241029"
"20241026","경부선","구로","16552","17642","20241029"
"20241026","2호선","구로디지털단지","41722","40381","20241029"
"20241026","분당선","구룡","2802","2638","20241029"
"20241026","중앙선","구리","8784","9448","20241029"
"20241026","9호선","구반포","1020","1001","20241029"
"20241026","6호선","구산","7224","5115","20241029"
"20241026","분당선","구성","5861","6091","20241029"
"20241026","2호선","구의(광진구청)","21025","19850","20241029"
"20241026","경인선","구일","6145","5938","20241029"
"20241026","3호선","구파발","21438","21153","20241029"
"20241026","중앙선","국수","873","919","20241029"
"20241026","9호선","국회의사당","8679","9096","20241029"
"20241026","5호선","군자(능동)","11109","12342","20241029"
"20241026","7호선","군자(능동)","13135","9712","20241029"
"20241026","경부선","군포","4810","4406","20241029"
"20241026","경춘선","굴봉산","220","264","20241029"
"20241026","5호선","굽은다리(강동구민회관앞)","8637","8061","20241029"
"20241026","경춘선","금곡","1313","1215","20241029"
"20241026","경의선","금릉","5533","5066","20241029"
"20241026","경부선","금정","23954","23569","20241029"
"20241026","경부선","금천구청","9652","9313","20241029"
"20241026","경의선","금촌","7800","7294","20241029"
"20241026","3호선","금호","6891","6298","20241029"
"20241026","분당선","기흥","8741","7877","20241029"
"20241026","5호선","길동","7581","7585","20241029"
"20241026","4호선","길음","17717","16763","20241029"
"20241026","경춘선","김유정","766","961","20241029"
"20241026","5호선","김포공항","12115","8022","20241029"
"20241026","공항철도 1호선","김포공항","8694","5244","20241029"
"20241026","서해선","김포공항","3198","4212","20241029"
"20241026","9호선","김포공항","6122","10485","20241029"
"20241026","5호선","까치산","23443","21703","20241029"
"20241026","2호선","낙성대(강감찬)","26164","23883","20241029"
"20241026","7호선","남구로","9049","9417","20241029"
"20241026","수인선","남동인더스파크","1098","1009","20241029"
"20241026","3호선","남부터미널(예술의전당)","26560","26335","20241029"
"20241026","7호선","남성","9480","8820","20241029"
"20241026","경부선","남영","7628","7950","20241029"
"20241026","8호선","남위례","6029","6000","20241029"
"20241026","경춘선","남춘천","4186","4817","20241029"
"20241026","4호선","남태령","1483","933","20241029"
"20241026","8호선","남한산성입구(성남법원.검찰청)","11673","9849","20241029"
"20241026","7호선","내방","9444","9225","20241029"
"20241026","9호선","노들","5228","4502","20241029"
"20241026","9호선","노량진","25742","25624","20241029"
"20241026","경부선","노량진","12404","11918","20241029"
"20241026","7호선","노원","18021","19005","20241029"
"20241026","4호선","노원","20198","22552","20241029"
"20241026","3호선","녹번","12183","10720","20241029"
"20241026","6호선","녹사평(용산구청)","7095","8056","20241029"
"20241026","경원선","녹양","4094","3874","20241029"
"20241026","경원선","녹천","3678","3021","20241029"
"20241026","7호선","논현","12861","13896","20241029"
"20241026","경의선","능곡","4483","4291","20241029"
"20241026","8호선","단대오거리","9414","8828","20241029"
"20241026","수인선","달월","76","71","20241029"
"20241026","5호선","답십리","12468","10996","20241029"
"20241026","4호선","당고개","8741","7857","20241029"
"20241026","신림선","당곡","3866","3562","20241029"
"20241026","2호선","당산","16432","17750","20241029"
"20241026","9호선","당산","15914","14670","20241029"
"20241026","경부선","당정","5119","4702","20241029"
"20241026","일산선","대곡","2685","2194","20241029"
"20241026","과천선","대공원","14202","14488","20241029"
"20241026","2호선","대림(구로구청)","21862","22772","20241029"
"20241026","7호선","대림(구로구청)","8883","9345","20241029"
"20241026","분당선","대모산입구","4665","4240","20241029"
"20241026","경부선","대방","7795","9089","20241029"
"20241026","신림선","대방","3112","1796","20241029"
"20241026","경춘선","대성리","954","1697","20241029"
"20241026","안산선","대야미","4834","4191","20241029"
"20241026","3호선","대청","8143","7662","20241029"
"20241026","3호선","대치","12547","11197","20241029"
"20241026","일산선","대화","12621","10585","20241029"
"20241026","6호선","대흥(서강대앞)","7116","7044","20241029"
"20241026","경원선","덕계","5933","5455","20241029"
"20241026","중앙선","덕소","5433","5354","20241029"
"20241026","경원선","덕정","5937","5541","20241029"
"20241026","분당선","도곡","5639","5211","20241029"
"20241026","3호선","도곡","4344","4370","20241029"
"20241026","중앙선","도농","8624","7986","20241029"
"20241026","2호선","도림천","1382","1499","20241029"
"20241026","경원선","도봉","5332","4908","20241029"
"20241026","7호선","도봉산","8575","11576","20241029"
"20241026","경원선","도봉산","11662","8361","20241029"
"20241026","중앙선","도심","2030","1702","20241029"
"20241026","경인선","도원","2771","2789","20241029"
"20241026","경인선","도화","3793","3437","20241029"
"20241026","3호선","독립문","8453","9645","20241029"
"20241026","6호선","독바위","2486","2637","20241029"
"20241026","경부선","독산","10856","10462","20241029"
"20241026","6호선","돌곶이","7866","6907","20241029"
"20241026","4호선","동대문","17636","18123","20241029"
"20241026","1호선","동대문","13518","13732","20241029"
"20241026","5호선","동대문역사문화공원(DDP)","1671","2100","20241029"
