no,address,latitude,longitude
2020_82249,서울특별시 강북구 삼양로149길 45,37.65476106,127.0112038
2020_82250,서울특별시 도봉구 해등로 50,37.64999808,127.0433017
2020_82251,서울특별시 강동구 천호대로175길 10,37.53510852,127.1369564
2020_82252,서울특별시 송파구 위례광장로 120,37.4750101,127.1415926
2020_82253,서울특별시 강동구 고덕로 210,37.5538093,127.147061
2020_82254,서울특별시 강동구 천호대로177길 40,37.53627115,127.1380609
2020_82255,서울특별시 강동구 천호대로177길 40,37.53627115,127.1380609
2020_82256,서울특별시 서초구 신반포로33길 15,37.50904433,127.0095245
2020_82257,서울특별시 강동구 천호대로 1077,37.53725665,127.1314376
2020_82258,서울특별시 강동구 진황도로 12,,
2020_82259,서울특별시 강동구 아리수로94길 72,37.5607223,127.1762696
2020_82260,서울특별시 강동구 아리수로97길 20,37.56851427,127.1781372
2020_82261,서울특별시 강동구 구천면로 278,37.54464714,127.1338815
2020_82262,서울특별시 강동구 천호대로177길 40,37.53627115,127.1380609
2020_82263,서울특별시 강동구 고덕로 427,37.55879729,127.1731822
2020_82264,서울특별시 강동구 명일로 293,37.54470657,127.1463634
2020_82265,서울특별시 서초구 반포대로 122,37.49109086,127.0085598
2020_82266,서울특별시 송파구 올림픽로 135,37.51673328,127.0898891
2020_82267,서울특별시 송파구 송이로31길 56,37.49086162,127.1363837
2020_82268,서울특별시 강동구 상암로81길 7,37.54607178,127.1674419
2020_82269,서울특별시 서초구 강남대로53길 11,37.49396164,127.0279164
2020_82270,서울특별시 강남구 개포로109길 9,37.49575182,127.0751013
2020_82271,서울특별시 강동구 천중로 200,37.54070026,127.1425565
2020_82272,서울특별시 강남구 학동로77길 27,37.52088487,127.0477889
2020_82273,서울특별시 강남구 남부순환로379길 14,37.48932756,127.0463116
2020_82274,서울특별시 강동구 진황도로 99,37.53608469,127.137474
2020_82275,서울특별시 강동구 상일로 74,37.55136837,127.1747855
2020_82276,서울특별시 강남구 봉은사로 516,37.51323652,127.0559958
2020_82277,서울특별시 강남구 선릉로130길 19,37.51703215,127.0429371
2020_82278,서울특별시 영등포구 여의동로3길 10,37.51811729,126.925196
2020_82279,서울특별시 동작구 등용로 37,37.50523976,126.9331339
2020_82280,서울특별시 구로구 디지털로27라길 6-17,37.48472745,126.8890741
2020_82281,서울특별시 구로구 구로동로22길 42,37.48922096,126.8866116
2020_82282,서울특별시 금천구 금하로 816,37.44977863,126.9200208
2020_82283,서울특별시 금천구 금하로 816,37.44977863,126.9200208
2020_82284,서울특별시 영등포구 당산로 214,37.53293123,126.902834
2020_82285,서울특별시 영등포구 당산로 214,37.53293123,126.902834
2020_82286,서울특별시 영등포구 여의대방로29길 10,37.49974927,126.9188449
2020_82287,서울특별시 관악구 성현로 80,37.48984744,126.9529855
2020_82288,서울특별시 영등포구 선유서로21길 30,37.52312484,126.8821698
2020_82289,서울특별시 영등포구 선유서로21길 19,37.52230634,126.882683
2020_82290,서울특별시 관악구 성현로 80,37.48984744,126.9529855
2020_82291,서울특별시 관악구 성현로 80,37.48984744,126.9529855
2020_82292,서울특별시 영등포구 양평로30가길 15,37.54247608,126.8901066
2020_82293,서울특별시 관악구 관악로30길 12,37.48413576,126.9606073
2020_82294,서울특별시 관악구 관악로40길 60,37.49331457,126.9607896
2020_82295,서울특별시 영등포구 국회대로37길 22,37.52800989,126.9018778
2020_82296,서울특별시 구로구 개봉로2길 133-15,37.48950363,126.8600708
2020_82297,서울특별시 구로구 남부순환로 775,37.50156787,126.8471623
2020_82298,서울특별시 구로구 경인로40길 25,37.49540393,126.8597417
2020_82299,서울특별시 구로구 경인로 382,37.496373,126.8630822
2020_82300,서울특별시 동작구 사당로2가길 102,37.48837303,126.9634174
2020_82301,서울특별시 관악구 은천로 93,37.48735272,126.9454289
2020_82302,서울특별시 관악구 난곡로 55,37.45974172,126.9207528
2020_82303,서울특별시 관악구 난곡로 55,37.45974172,126.9207528
2020_82304,서울특별시 관악구 호암로 417,37.46133515,126.9274799
2020_82305,서울특별시 관악구 은천로 93,37.48735272,126.9454289
2020_82306,서울특별시 동작구 알마타길 53,37.51204033,126.9313464
2020_82307,서울특별시 영등포구 영신로 193,37.52519492,126.9016951
2020_82308,서울특별시 영등포구 양산로25길 12,37.5246219,126.8989366
2020_82309,서울특별시 관악구 은천로 93,37.48735272,126.9454289
2020_82310,서울특별시 동작구 등용로 127,37.51255874,126.9309884
2020_82311,서울특별시 관악구 은천로 93,37.48735272,126.9454289
2020_82312,서울특별시 관악구 조원로2길 13,37.48278923,126.9029192
2020_82313,서울특별시 영등포구 당산로 95,37.52402305,126.894863
2020_82314,서울특별시 구로구 경인로47다길 43,37.5049748,126.8667789
2020_82315,서울특별시 금천구 가산로 99,37.47615677,126.8912894
2020_82316,서울특별시 관악구 호암로 399,37.46137146,126.925455
2020_82317,서울특별시 구로구 중앙로 101,37.50628298,126.8599326
2020_82318,서울특별시 금천구 한내로 62,37.45539127,126.8888776
2020_82319,서울특별시 구로구 오류로8길 11,37.49128662,126.8411126
2020_82320,서울특별시 영등포구 도신로 31,37.50623471,126.8951535
2020_82321,서울특별시 구로구 공원로 47,37.5010208,126.889644
2020_82322,서울특별시 동대문구 한빛로 73,37.57949766,127.0304929
2020_82323,서울특별시 중구 동호로20가길 38,37.55975663,127.006858
2020_82324,서울특별시 성북구 성북로4길 52,37.59447253,127.012706
2020_82325,서울특별시 중구 퇴계로75길 7,37.56575366,127.0154437
2020_82326,서울특별시 성동구 독서당로 191,37.54459287,127.0119843
2020_82327,서울특별시 성동구 마장로37길 7,37.56693855,127.0386845
2020_82328,서울특별시 성동구 독서당로 191,37.54459287,127.0119843
2020_82329,서울특별시 성동구 성수일로10길 3,37.5486618,127.0514813
2020_82330,서울특별시 동대문구 정릉천동로 58,37.57718679,127.0362385
2020_82331,서울특별시 동대문구 청계천로 417,37.57200714,127.0239066
2020_82332,서울특별시 성북구 보문사길 111,37.58287311,127.0178911
2020_82333,서울특별시 성북구 동소문로 248,37.6034576,127.0245412
2020_82334,서울특별시 성북구 길음로 16,37.60711804,127.0232626
2020_82335,서울특별시 성북구 북악산로 746,37.600346,127.0099873
2020_82336,서울특별시 성북구 솔샘로25길 28,37.61857737,127.0069619
2020_82337,서울특별시 성북구 솔샘로25길 28,37.61857737,127.0069619
2020_82338,서울특별시 중랑구 숙선옹주로 91,37.61726537,127.0855444
2020_82339,서울특별시 성북구 보문로29다길 31,37.58417735,127.0126186
2020_82340,서울특별시 동대문구 한천로 248,37.58323604,127.071898
2020_82341,서울특별시 종로구 종로 183,37.57144769,126.99832
2020_82342,서울특별시 용산구 이촌로65길 8,37.52179126,126.9713843
2020_82343,서울특별시 용산구 이촌로2가길 122,37.52546565,126.9544787
2020_82344,서울특별시 중구 퇴계로 448,37.56538497,127.0212268
2020_82345,서울특별시 용산구 이촌로14길 7,37.52707313,126.9549656
2020_82346,서울특별시 중랑구 공릉로2나길 46,37.61398105,127.0801992
2020_82347,서울특별시 종로구 명륜4길 8,37.58938413,126.995025
2020_82348,서울특별시 성북구 오패산로 90,37.60994709,127.0369136
2020_82349,서울특별시 성북구 동소문로 284,37.60538439,127.0273214
2020_82350,서울특별시 성북구 오패산로 46,37.60747384,127.0387095
2020_82351,서울특별시 종로구 대학로 33,37.57404525,127.0018679
2020_82352,서울특별시 광진구 아차산로 503-23,37.5431621,127.0956083
2020_82353,서울특별시 중구 서소문로6길 34,37.55961498,126.9675988
2020_82354,서울특별시 용산구 원효로 216,37.53672336,126.9665272
2020_82355,서울특별시 성북구 성북로31가길 5,37.59518652,126.9895258
2020_82356,서울특별시 성북구 북악산로 844,37.59738598,127.019323
2020_82357,서울특별시 성북구 성북로4길 52,37.59447253,127.012706
2020_82358,서울특별시 성북구 성북로4길 52,37.59447253,127.012706
2020_82359,서울특별시 동대문구 답십리로 130,37.57285496,127.0524012
2020_82360,서울특별시 동대문구 답십리로 130,37.57285496,127.0524012
2020_82361,서울특별시 동대문구 한천로37길 33,37.57632455,127.0658133
2020_82362,서울특별시 중랑구 신내역로1길 85,37.61680909,127.1062937
2020_82363,서울특별시 중랑구 봉화산로 193,37.60683224,127.0944572
2020_82364,서울특별시 동대문구 답십리로59길 33,37.57506213,127.0665224
2020_82365,서울특별시 동대문구 서울시립대로 5,37.57282396,127.0442526
2020_82366,서울특별시 성북구 종암로5길 26,37.59479891,127.0339276
2020_82367,서울특별시 성동구 왕십리로 80,37.54403417,127.0453389
2020_82368,서울특별시 성동구 상원길 63,37.5501345,127.047109
2020_82369,서울특별시 성북구 숭인로2길 61,37.60935341,127.0249739
2020_82370,서울특별시 성북구 종암로25길 30,37.60149226,127.0310804
2020_82371,서울특별시 용산구 원효로90길 11,37.5403958,126.9697185
2020_82372,서울특별시 성북구 종암로24가길 53,37.60084117,127.0379642
2020_82373,서울특별시 종로구 창신9길 14,37.57612345,127.0099106
2020_82374,서울특별시 종로구 동망산길 19,37.58003134,127.0141949
2020_82375,서울특별시 중구 동호로10길 30,37.5551916,127.0163594
2020_82376,서울특별시 종로구 경희궁2길 5-5,37.5732987,126.9704668
2020_82377,서울특별시 동대문구 장안벚꽃로1길 7,37.5763379,127.0745726
2020_82378,서울특별시 동대문구 천호대로83길 71-7,37.5652028,127.0658934
2020_82379,서울특별시 동대문구 장안벚꽃로 167,37.5750721,127.0742821
2020_82380,서울특별시 동대문구 장안벚꽃로 107,37.57105683,127.0751137
2020_82381,서울특별시 동대문구 한천로 248,37.58323604,127.071898
2020_82382,서울특별시 성북구 보문사길 111,37.58287311,127.0178911
2020_82383,서울특별시 중랑구 상봉중앙로10길 15,37.60275439,127.0879998
2020_82384,서울특별시 중랑구 봉화산로 146,37.60360654,127.0904026
2020_82385,서울특별시 중랑구 봉화산로56길 145-1,37.60213026,127.0972053
2020_82386,서울특별시 중랑구 봉화산로 193,37.60683224,127.0944572
2020_82387,서울특별시 중랑구 봉화산로 193,37.60683224,127.0944572
2020_82388,서울특별시 성동구 뚝섬로3길 6,37.54057565,127.0503122
2020_82389,서울특별시 동대문구 답십리로 210-30,37.57139115,127.0630041
2020_82390,서울특별시 동대문구 한천로 248,37.58323604,127.071898
