no,address,latitude,longitude
2019_55130,서울특별시 중랑구 신내로19길 42,37.61410176,127.0910347
2019_55131,서울특별시 중랑구 신내로19길 42,37.61410176,127.0910347
2019_55132,서울특별시 동대문구 이문로1길 21,37.59016846,127.0515639
2019_55133,서울특별시 강북구 도봉로33길 18,37.62156408,127.0265024
2019_55134,서울특별시 강북구 월계로21가길 41,37.61571429,127.0367331
2019_55135,서울특별시 성동구 금호산길 8,37.55004752,127.0204744
2019_55136,서울특별시 동대문구 정릉천동로 36,37.57547229,127.0371123
2019_55137,서울특별시 동대문구 한천로58길 47,37.60075075,127.0687695
2019_55138,서울특별시 중랑구 신내로19길 42,37.61410176,127.0910347
2019_55139,서울특별시 성북구 보국문로 116,37.61514195,127.0077019
2019_55140,서울특별시 동대문구 정릉천동로 36,37.57547229,127.0371123
2019_55141,서울특별시 동대문구 왕산로23길 89,37.58267031,127.0348095
2019_55142,서울특별시 중랑구 신내로19길 42,37.61410176,127.0910347
2019_55143,서울특별시 중랑구 중랑천로 332,37.6148044,127.0735286
2019_55144,서울특별시 성북구 보국문로 116,37.61514195,127.0077019
2019_55145,서울특별시 동대문구 천호대로83길 71-7,37.5652028,127.0658934
2019_55146,서울특별시 성북구 북악산로 851,37.60025102,127.0183154
2019_55147,서울특별시 중랑구 신내로 127,37.61086744,127.0956519
2019_55148,서울특별시 성북구 정릉로26길 8,37.60386708,127.0108477
2019_55149,서울특별시 성동구 살곶이길 50,37.5696275,127.041524
2019_55150,서울특별시 용산구 이촌로 324-10,37.51728521,126.982168
2019_55151,서울특별시 용산구 이촌로87길 21,37.52030091,126.9786385
2019_55152,서울특별시 용산구 이촌로65가길 51,37.5219938,126.9736746
2019_55153,서울특별시 성북구 아리랑로19길 60,37.60217383,127.0100332
2019_55154,서울특별시 성북구 아리랑로19길 60,37.60217383,127.0100332
2019_55155,서울특별시 성북구 오패산로 46,37.60747384,127.0387095
2019_55156,서울특별시 중구 동호로10길 30,37.5551916,127.0163594
2019_55157,서울특별시 송파구 동남로 193,37.49469823,127.1292231
2019_55158,서울특별시 서초구 방배로 239,37.49398507,126.989187
2019_55159,서울특별시 동작구 사당로17길 52,37.4874249,126.9731525
2019_55160,서울특별시 관악구 은천로 86,37.48554817,126.9444248
2019_55161,서울특별시 강남구 삼성로 212,37.49961577,127.0659154
2019_55162,서울특별시 강남구 삼성로64길 5,37.5004475,127.0605138
2019_55163,서울특별시 동작구 동작대로39가길 55,37.49351407,126.9788425
2019_55164,서울특별시 동작구 동작대로39길 22,37.49463598,126.981966
2019_55165,서울특별시 강남구 광평로19길 15,37.48553054,127.0847979
2019_55166,서울특별시 강남구 광평로10길 6,37.48262917,127.0765203
2019_55167,서울특별시 서초구 명달로 20,37.47946303,127.0064596
2019_55168,서울특별시 송파구 올림픽로35길 104,37.51981736,127.0992977
2019_55169,서울특별시 송파구 올림픽로35길 104,37.51981736,127.0992977
2019_55170,서울특별시 송파구 올림픽로 435,37.5213593,127.1049717
2019_55171,서울특별시 송파구 올림픽로 435,37.5213593,127.1049717
2019_55172,서울특별시 송파구 올림픽로 99,37.51512525,127.07813
2019_55173,서울특별시 강남구 영동대로128길 15,37.52015718,127.0592103
2019_55174,서울특별시 강남구 삼성로85길 38,37.50461813,127.0542745
2019_55175,서울특별시 송파구 올림픽로 99,37.51512525,127.07813
